Unnamed: 0,ID,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,fifties,thirties,zeros,overall_average,strike_rate,form_innings,form_runs,recent_not_outs,recent_100s,recent_50s,recent_30s,recent_zeros,form_average,total_recent_ball_faced,form_strike_rate,home_innings,home_runs,home_not_out_count,home_100s,home_50s,home_30s,home_zeros,home_average,total_home_ball_faced,home_strike_rate,away_innings,away_runs,away_not_out_count,away_100s,away_50s,away_30s,away_zeros,away_average,total_away_ball_faced,away_strike_rate,overall_Percentage,recent_Percentage,home_Percentage,away_Percentage
0,1,ME Trescothick,England,3,166,0,135,0,2,1,0,55.33333333,123.71266,3,166,0,0,2,1,0,55.33333333,0,0,3,166,0,0,2,1,0,55.33333333,0,0,0,36.5,1,0,0,0,0,13,0,0,17.4,17.4,19.7,0
1,2,IR Bell,England,8,188,1,166,0,1,1,0,26.85714286,100.7270497,8,188,1,0,1,1,0,26.85714286,0,0,3,87,1,0,1,0,0,43.5,0,0,5,101,0,0,0,1,0,20.2,0,0,20.6,20.6,27.1,18.8
2,3,KP Pietersen,England,36,1176,5,856,0,7,12,1,37.93548387,132.1913712,10,354,2,0,2,5,0,44.25,0,0,12,356,1,0,1,6,1,32.36363636,0,0,24,820,4,0,6,6,0,41,0,0,41.8,26.2,27.5,39.6
3,4,AJ Strauss,England,4,73,0,68,0,0,1,1,18.25,83.49399961,4,73,0,0,0,1,1,18.25,0,0,3,51,0,0,0,1,1,17,0,0,1,22,0,0,0,0,0,22,0,0,16.3,16.3,18.5,17
4,5,PD Collingwood,England,33,583,3,467,0,3,2,3,19.43333333,108.1106755,10,102,1,0,0,0,1,11.33333333,0,0,12,247,0,0,1,1,0,20.58333333,0,0,21,336,3,0,2,1,3,18.66666667,0,0,30.2,16.2,21.6,31.2
5,6,JWM Dalrymple,England,3,60,0,60,0,0,1,0,20,84.48275862,3,60,0,0,0,1,0,20,0,0,2,28,0,0,0,0,0,14,0,0,1,32,0,0,0,1,0,32,0,0,16.1,16.1,16.5,18.1
6,7,MH Yardy,England,7,96,5,72,0,0,1,2,48,99.11739055,7,96,5,0,0,1,2,48,0,0,4,88,4,0,0,1,0,0,0,0,3,8,1,0,0,0,2,4,0,0,53.3,53.3,1.6,25.5
7,8,CMW Read,England,1,13,0,11,0,0,0,0,13,118.1818182,1,13,0,0,0,0,0,13,0,0,1,13,0,0,0,0,0,13,0,0,0,36.5,1,0,0,0,0,13,0,0,14.6,14.6,16.5,0
8,9,SI Mahmood,England,2,1,2,2,0,0,0,1,0,50,2,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
9,10,Shoaib Malik,Pakistan,104,2311,33,1896,0,8,23,2,32.54929577,119.8920967,10,214,2,0,1,1,0,26.75,0,0,10,306,4,0,2,4,0,51,0,0,94,2005,29,0,6,19,2,30.84615385,0,0,76.1,22.6,36.7,77.5
10,11,Mohammad Hafeez,Pakistan,93,2298,14,1940,0,14,17,7,29.08860759,102.261581,10,502,5,0,5,3,1,100.4,0,0,4,132,1,0,1,1,0,44,0,0,89,2166,13,0,13,16,7,28.5,0,0,74,37.2,25.2,82.8
11,12,Younis Khan,Pakistan,21,428,4,347,0,2,5,2,25.17647059,94.76337298,10,182,4,0,1,2,1,30.33333333,0,0,1,47,0,0,0,1,0,47,0,0,20,381,4,0,2,4,2,23.8125,0,0,31.8,31.1,17.2,36.5
12,13,Shahid Afridi,Pakistan,88,1397,12,959,0,4,8,8,18.38157895,134.7755875,10,141,0,0,0,1,1,14.1,0,0,3,21,1,0,0,0,0,10.5,0,0,85,1376,11,0,4,8,8,18.59459459,0,0,48.3,16.8,24.7,55.5
13,14,Mohammad Yousuf,Pakistan,3,50,0,44,0,0,0,0,16.66666667,103.7037037,3,50,0,0,0,0,0,16.66666667,0,0,0,31,1,0,0,0,0,13,0,0,3,50,0,0,0,0,0,16.66666667,0,0,14.6,14.6,0,17
14,15,Inzamam-ul-Haq,Pakistan,1,11,1,16,0,0,0,0,0,68.75,1,11,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0
15,16,Abdul Razzaq,Pakistan,28,383,11,339,0,0,2,2,22.52941176,107.6591485,10,125,2,0,0,1,1,15.625,0,0,0,31,1,0,0,0,0,13,0,0,28,383,11,0,0,2,2,22.52941176,0,0,28.6,20.7,0,33.3
16,17,AC Gilchrist,Australia,13,272,1,203,0,0,4,0,22.66666667,114.9700465,10,255,1,0,0,4,0,28.33333333,0,0,3,74,0,0,0,1,0,24.66666667,0,0,10,198,1,0,0,3,0,22,0,0,21.8,21.1,17.9,24.4
17,18,MJ Clarke,Australia,28,488,6,490,0,1,5,3,22.18181818,87.19889369,10,210,1,0,1,1,0,23.33333333,0,0,6,135,1,0,0,3,0,27,0,0,22,353,5,0,1,2,3,20.76470588,0,0,31.1,20.7,24.5,31.1
18,19,A Symonds,Australia,11,337,5,204,0,2,4,2,56.16666667,130.6167892,10,305,5,0,2,3,2,61,0,0,2,124,2,0,1,1,0,0,0,0,9,213,3,0,1,3,2,35.5,0,0,34.9,36.3,1.7,33.2
19,20,RT Ponting,Australia,16,401,3,311,0,2,2,2,30.84615385,93.7702862,10,215,2,0,1,1,1,26.875,0,0,2,68,0,0,0,1,0,34,0,0,14,333,3,0,2,1,2,30.27272727,0,0,25.4,22.6,17.5,29.3
20,21,DR Martyn,Australia,4,120,0,77,0,1,0,0,30,127.9001883,4,120,0,0,1,0,0,30,0,0,0,31,1,0,0,0,0,13,0,0,4,120,0,0,1,0,0,30,0,0,16.7,16.7,0,19.4
21,22,SM Katich,Australia,2,69,0,48,0,0,2,0,34.5,144.7826087,2,69,0,0,0,2,0,34.5,0,0,0,31,1,0,0,0,0,13,0,0,2,69,0,0,0,2,0,34.5,0,0,16.4,16.4,0,19.1
22,23,MEK Hussey,Australia,30,721,11,542,0,4,5,1,37.94736842,122.6701368,10,264,4,0,2,1,0,44,0,0,3,47,0,0,0,0,0,15.66666667,0,0,27,674,11,0,4,5,1,42.125,0,0,39.9,30.2,16.5,47.7
23,24,BB McCullum,New Zealand,70,2140,13,1623,2,13,13,3,37.54385965,119.2739384,10,326,2,0,3,2,1,40.75,0,0,23,787,6,1,6,4,1,46.29411765,0,0,47,1353,7,1,7,9,2,33.825,0,0,65.9,25.9,42.9,54.1
24,25,SP Fleming,New Zealand,5,110,0,87,0,0,2,0,22,120.3479853,5,110,0,0,0,2,0,22,0,0,4,79,0,0,0,1,0,19.75,0,0,1,31,0,0,0,1,0,31,0,0,17.4,17.4,18.3,18.2
25,26,MS Sinclair,New Zealand,2,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,27,SB Styris,New Zealand,29,578,3,493,0,1,7,0,22.23076923,109.666148,10,225,0,0,0,4,0,22.5,0,0,8,206,0,0,1,2,0,25.75,0,0,21,372,3,0,0,5,0,20.66666667,0,0,30.4,20.1,22,30.1
27,28,CD McMillan,New Zealand,7,187,2,119,0,1,2,0,37.4,139.8197241,7,187,2,0,1,2,0,37.4,0,0,1,9,0,0,0,0,0,9,0,0,6,178,2,0,1,2,0,44.5,0,0,25.1,25.1,16.5,30.4
28,29,CL Cairns,New Zealand,2,3,0,14,0,0,0,0,1.5,22.5,2,3,0,0,0,0,0,1.5,0,0,2,3,0,0,0,0,0,1.5,0,0,0,36.5,1,0,0,0,0,13,0,0,14.6,14.6,16.5,0
29,30,HJH Marshall,New Zealand,3,12,0,14,0,0,0,0,4,79.76190476,3,12,0,0,0,0,0,4,0,0,2,9,0,0,0,0,0,4.5,0,0,1,3,0,0,0,0,0,3,0,0,14.6,14.6,16.5,17
30,31,AR Adams,New Zealand,2,13,1,12,0,0,0,0,13,110,2,13,1,0,0,0,0,13,0,0,2,13,1,0,0,0,0,13,0,0,0,36.5,1,0,0,0,0,13,0,0,29.1,29.1,32.9,0
31,32,JW Wilson,New Zealand,1,18,0,14,0,0,0,0,18,128.5714286,1,18,0,0,0,0,0,18,0,0,1,18,0,0,0,0,0,18,0,0,0,36.5,1,0,0,0,0,13,0,0,14.6,14.6,16.5,0
32,33,DR Tuffey,New Zealand,2,5,1,5,0,0,0,1,5,125,2,5,1,0,0,0,1,5,0,0,2,5,1,0,0,0,1,5,0,0,0,36.5,1,0,0,0,0,13,0,0,29.1,29.1,32.9,0
33,34,KD Mills,New Zealand,19,137,8,125,0,0,2,5,12.45454545,83.40802764,10,31,5,0,0,0,3,6.2,0,0,7,64,2,0,0,1,2,12.8,0,0,12,73,6,0,0,1,3,12.16666667,0,0,33.8,29.1,26.9,40
34,35,JEC Franklin,New Zealand,31,463,9,398,0,2,3,2,21.04545455,110.3680078,10,119,2,0,1,0,2,14.875,0,0,17,302,5,0,1,2,0,25.16666667,0,0,14,161,4,0,1,1,2,16.1,0,0,35.2,23.5,31.3,33.3
35,36,LRPL Taylor,New Zealand,93,1909,21,1620,0,7,14,6,26.51388889,110.090541,10,238,1,0,2,0,1,26.44444444,0,0,42,881,10,0,3,8,3,27.53125,0,0,51,1028,11,0,4,6,3,25.7,0,0,61.4,21.4,45.2,47
36,37,NJ Astle,New Zealand,4,74,1,69,0,0,1,0,24.66666667,101.540014,4,74,1,0,0,1,0,24.66666667,0,0,3,64,1,0,0,1,0,32,0,0,1,10,0,0,0,0,0,10,0,0,21.1,21.1,26.4,17
37,38,JAH Marshall,New Zealand,2,14,0,15,0,0,0,0,7,71.59090909,2,14,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,13,0,0,14.6,14.6,16.5,17
38,39,PD McGlashan,New Zealand,9,61,1,65,0,0,0,0,7.625,92.31481481,9,61,1,0,0,0,0,7.625,0,0,5,45,1,0,0,0,0,11.25,0,0,4,16,0,0,0,0,0,4,0,0,16.4,16.4,20.6,17
39,40,SE Bond,New Zealand,8,21,3,21,0,0,0,2,4.2,92.26190476,8,21,3,0,0,0,2,4.2,0,0,3,9,2,0,0,0,1,9,0,0,5,12,1,0,0,0,1,3,0,0,23.3,23.3,49.4,21.2
40,41,MR Gillespie,New Zealand,6,21,3,32,0,0,0,1,7,66.46825397,6,21,3,0,0,0,1,7,0,0,1,3,1,0,0,0,0,0,0,0,5,18,2,0,0,0,1,6,0,0,29.1,29.1,0,28.3
41,42,WU Tharanga,Sri Lanka,26,407,1,348,0,0,4,3,16.28,100.4247763,10,191,1,0,0,2,0,21.22222222,0,0,8,133,1,0,0,1,0,19,0,0,18,274,0,0,0,3,3,15.22222222,0,0,23.1,19.5,20.9,24.2
42,43,ST Jayasuriya,Sri Lanka,28,615,2,495,0,4,4,4,23.65384615,95.51849995,10,88,1,0,0,1,1,9.777777778,0,0,4,64,0,0,0,1,0,16,0,0,24,551,2,0,4,3,4,25.04545455,0,0,32.8,19.7,18.7,36
43,44,DPMD Jayawardene,Sri Lanka,52,1458,11,1141,1,9,9,2,35.56097561,108.5778692,10,269,2,0,2,1,0,33.625,0,0,17,466,3,0,2,6,0,33.28571429,0,0,35,992,8,1,7,3,2,36.74074074,0,0,53,24,32.9,49
44,45,JR Hopes,Australia,7,105,2,100,0,0,1,0,21,124.8484848,7,105,2,0,0,1,0,21,0,0,2,29,1,0,0,0,0,29,0,0,5,76,1,0,0,1,0,19,0,0,22.5,22.5,32.9,23.6
45,46,GC Smith,South Africa,32,911,1,752,0,4,9,1,29.38709677,109.8972935,10,263,0,0,1,3,1,26.3,0,0,16,528,1,0,4,3,1,35.2,0,0,16,383,0,0,0,6,0,23.9375,0,0,33.7,20.5,29.3,26.1
46,47,HH Dippenaar,South Africa,1,1,0,5,0,0,0,0,1,20,1,1,0,0,0,0,0,1,0,0,0,31,1,0,0,0,0,13,0,0,1,1,0,0,0,0,0,1,0,0,14.6,14.6,0,17
47,48,HH Gibbs,South Africa,23,400,1,333,0,3,2,4,18.18181818,92.89097604,10,175,0,0,1,2,0,17.5,0,0,11,239,1,0,2,0,2,23.9,0,0,12,161,0,0,1,2,2,13.41666667,0,0,29.6,21.7,24.6,27.9
48,49,MV Boucher,South Africa,20,268,5,287,0,0,2,1,17.86666667,89.55782581,10,74,4,0,0,0,1,12.33333333,0,0,8,150,2,0,0,2,0,25,0,0,12,118,3,0,0,0,1,13.11111111,0,0,24.1,24.3,25.7,22.7
49,50,SM Pollock,South Africa,9,86,3,72,0,0,1,3,14.33333333,72.16161616,9,86,3,0,0,1,3,14.33333333,0,0,8,62,3,0,0,1,3,12.4,0,0,1,24,0,0,0,0,0,24,0,0,25.1,25.1,30.9,17
50,51,JH Kallis,South Africa,23,666,5,564,0,5,5,0,37,113.0641379,10,240,3,0,2,1,0,34.28571429,0,0,4,92,0,0,1,0,0,23,0,0,19,574,5,0,4,5,0,41,0,0,34.8,27.3,19.5,38.7
51,52,AJ Hall,South Africa,1,11,0,10,0,0,0,0,11,110,1,11,0,0,0,0,0,11,0,0,0,31,1,0,0,0,0,13,0,0,1,11,0,0,0,0,0,11,0,0,14.6,14.6,0,17
52,53,JA Rudolph,South Africa,1,6,1,7,0,0,0,0,0,85.71428571,1,6,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0
53,54,J Botha,South Africa,20,201,9,171,0,0,1,1,18.27272727,123.5604414,10,130,2,0,0,1,1,16.25,0,0,8,106,4,0,0,1,0,26.5,0,0,12,95,5,0,0,0,1,13.57142857,0,0,29.6,20.6,35.6,29.1
54,55,GJP Kruger,South Africa,1,3,0,5,0,0,0,0,3,60,1,3,0,0,0,0,0,3,0,0,0,31,1,0,0,0,0,13,0,0,1,3,0,0,0,0,0,3,0,0,14.6,14.6,0,17
55,56,M Zondeki,South Africa,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,1,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
56,57,LE Bosman,South Africa,13,270,0,193,0,2,1,2,20.76923077,98.92383202,10,218,0,0,2,1,2,21.8,0,0,7,242,0,0,2,1,0,34.57142857,0,0,6,28,0,0,0,0,2,4.666666667,0,0,22.1,21.7,21.6,17
57,58,JJ van der Wath,South Africa,4,46,1,40,0,0,0,0,15.33333333,120.8333333,4,46,1,0,0,0,0,15.33333333,0,0,4,46,1,0,0,0,0,15.33333333,0,0,0,36.5,1,0,0,0,0,13,0,0,19.4,19.4,22,0
58,59,SR Watson,Australia,56,1462,7,1040,1,10,11,3,29.83673469,115.8409399,10,306,3,1,0,2,0,43.71428571,0,0,12,420,3,1,2,3,0,46.66666667,0,0,44,1042,4,0,8,8,3,26.05,0,0,58.5,26.9,33.1,55.6
59,60,GB Hogg,Australia,4,55,0,42,0,0,1,0,13.75,109.837963,4,55,0,0,0,1,0,13.75,0,0,1,4,0,0,0,0,0,4,0,0,3,51,0,0,0,1,0,17,0,0,16.8,16.8,16.5,19.1
60,61,B Lee,Australia,12,101,6,71,0,0,1,3,16.83333333,109.6230159,10,43,5,0,0,0,3,8.6,0,0,2,6,2,0,0,0,1,0,0,0,10,95,4,0,0,1,2,15.83333333,0,0,32.9,29.1,0,32.2
61,62,NW Bracken,Australia,6,15,3,22,0,0,0,1,5,115.6565657,6,15,3,0,0,0,1,5,0,0,1,1,0,0,0,0,0,1,0,0,5,14,3,0,0,0,1,7,0,0,29.1,29.1,16.5,42.5
62,63,CH Gayle,West Indies,57,1656,5,1255,2,13,6,4,31.84615385,107.9397562,10,137,0,0,0,1,2,13.7,0,0,17,316,0,0,1,2,2,18.58823529,0,0,40,1340,5,2,12,4,2,38.28571429,0,0,59,16.9,24.1,58.6
63,64,D Ganga,West Indies,1,26,0,31,0,0,0,0,26,83.87096774,1,26,0,0,0,0,0,26,0,0,0,31,1,0,0,0,0,13,0,0,1,26,0,0,0,0,0,26,0,0,14.6,14.6,0,17
64,65,RS Morton,West Indies,7,96,1,105,0,0,1,1,16,72.46598639,7,96,1,0,0,1,1,16,0,0,0,31,1,0,0,0,0,13,0,0,7,96,1,0,0,1,1,16,0,0,19.3,19.3,0,22.5
65,66,DR Smith,West Indies,32,582,2,484,0,3,2,1,19.4,116.1387851,10,184,0,0,1,0,0,18.4,0,0,10,184,0,0,1,1,1,18.4,0,0,22,398,2,0,2,1,0,19.9,0,0,29.3,18,22.2,28.8
66,67,WW Hinds,West Indies,4,30,1,42,0,0,0,1,10,54.71230159,4,30,1,0,0,0,1,10,0,0,1,5,0,0,0,0,0,5,0,0,3,25,1,0,0,0,1,12.5,0,0,19.4,19.4,16.5,25.5
67,68,S Chanderpaul,West Indies,22,343,5,357,0,0,2,1,20.17647059,95.79395468,10,168,2,0,0,0,0,21,0,0,8,148,1,0,0,0,0,21.14285714,0,0,14,195,4,0,0,2,1,19.5,0,0,22.9,18.2,18.8,29
68,69,DJ Bravo,West Indies,62,1157,14,1044,0,4,9,6,24.10416667,100.1562399,10,128,2,0,1,0,1,16,0,0,22,360,6,0,0,3,1,22.5,0,0,40,797,8,0,4,6,5,24.90625,0,0,47.3,23.1,29.1,46.8
69,70,D Ramdin,West Indies,49,636,16,573,0,1,6,3,19.27272727,104.3002669,10,194,4,0,0,2,0,32.33333333,0,0,11,82,3,0,0,1,1,10.25,0,0,38,554,13,0,1,5,2,22.16,0,0,40.9,27.5,27.4,43.3
70,71,L Vincent,New Zealand,9,174,0,186,0,0,2,1,19.33333333,77.93704164,9,174,0,0,0,2,1,19.33333333,0,0,1,42,0,0,0,1,0,42,0,0,8,132,0,0,0,1,1,16.5,0,0,17.8,17.8,17.3,19.2
71,72,PG Fulton,New Zealand,12,127,1,145,0,0,0,2,11.54545455,68.26728255,10,97,1,0,0,0,2,10.77777778,0,0,4,40,0,0,0,0,0,10,0,0,8,87,1,0,0,0,2,12.42857143,0,0,15.9,16.2,16.5,19.4
72,73,GO Jones,England,2,33,1,25,0,0,0,0,33,131.4935065,2,33,1,0,0,0,0,33,0,0,2,33,1,0,0,0,0,33,0,0,0,36.5,1,0,0,0,0,13,0,0,29.1,29.1,32.9,0
73,74,A Flintoff,England,7,76,2,62,0,0,1,1,15.2,108.8950054,7,76,2,0,0,1,1,15.2,0,0,1,6,0,0,0,0,0,6,0,0,6,70,2,0,0,1,1,17.5,0,0,23.3,23.3,16.5,28.6
74,75,MP Vaughan,England,2,27,0,22,0,0,0,1,13.5,64.28571429,2,27,0,0,0,0,1,13.5,0,0,1,0,0,0,0,0,1,0,0,0,1,27,0,0,0,0,0,27,0,0,14.6,14.6,0,17
75,76,VS Solanki,England,3,76,0,61,0,0,1,0,25.33333333,138.2365591,3,76,0,0,0,1,0,25.33333333,0,0,1,9,0,0,0,0,0,9,0,0,2,67,0,0,0,1,0,33.5,0,0,15.8,15.8,16.5,18.1
76,77,ML Hayden,Australia,9,308,3,218,0,4,0,0,51.33333333,143.0753512,9,308,3,0,4,0,0,51.33333333,0,0,1,20,0,0,0,0,0,20,0,0,8,288,3,0,4,0,0,57.6,0,0,29.2,29.2,16.5,35.3
77,78,JN Gillespie,Australia,1,24,0,18,0,0,0,0,24,133.3333333,1,24,0,0,0,0,0,24,0,0,0,31,1,0,0,0,0,13,0,0,1,24,0,0,0,0,0,24,0,0,14.6,14.6,0,17
78,79,MS Kasprowicz,Australia,1,3,1,6,0,0,0,0,0,50,1,3,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
79,80,GD McGrath,Australia,1,5,0,12,0,0,0,0,5,41.66666667,1,5,0,0,0,0,0,5,0,0,0,31,1,0,0,0,0,13,0,0,1,5,0,0,0,0,0,5,0,0,14.6,14.6,0,17
80,81,JM Kemp,South Africa,7,203,4,163,0,1,1,0,67.66666667,114.2010437,7,203,4,0,1,1,0,67.66666667,0,0,7,203,4,0,1,1,0,67.66666667,0,0,0,36.5,1,0,0,0,0,13,0,0,37.2,37.2,42.1,0
81,82,AG Prince,South Africa,1,5,1,6,0,0,0,0,0,83.33333333,1,5,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
82,83,JA Morkel,South Africa,37,572,12,412,0,0,5,1,22.88,140.0929743,10,106,3,0,0,0,0,15.14285714,0,0,15,310,4,0,0,4,0,28.18181818,0,0,22,262,8,0,0,1,1,18.71428571,0,0,31.7,20.8,29.3,29.8
83,84,CK Langeveldt,South Africa,3,4,2,8,0,0,0,1,4,38.88888889,3,4,2,0,0,0,1,4,0,0,2,2,1,0,0,0,1,2,0,0,1,2,1,0,0,0,0,0,0,0,43.7,43.7,32.9,0
84,85,M Ntini,South Africa,4,10,2,11,0,0,0,1,5,83.33333333,4,10,2,0,0,0,1,5,0,0,3,10,2,0,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,29.1,29.1,49.4,0
85,86,A Nel,South Africa,1,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
86,87,JDP Oram,New Zealand,30,474,6,347,0,2,2,3,19.75,114.4998521,10,96,2,0,0,0,2,12,0,0,7,113,1,0,1,0,2,18.83333333,0,0,23,361,5,0,1,2,1,20.05555556,0,0,30.1,18.2,23.6,31
87,88,AB de Villiers,South Africa,74,1672,11,1277,0,10,11,5,26.53968254,115.2388609,10,398,2,0,3,3,0,49.75,0,0,26,535,4,0,3,4,3,24.31818182,0,0,48,1137,7,0,7,7,2,27.73170732,0,0,60,25.3,36.6,52.2
88,89,RJ Peterson,South Africa,12,124,4,114,0,0,2,1,15.5,88.51701012,10,82,4,0,0,1,1,13.66666667,0,0,7,64,0,0,0,1,1,9.142857143,0,0,5,60,4,0,0,1,0,60,0,0,27.9,28.1,20.3,88
89,90,R Telemachus,South Africa,1,5,1,3,0,0,0,0,0,166.6666667,1,5,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
90,91,T Henderson,South Africa,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
91,92,V Sehwag,India,18,394,2,284,0,2,2,1,24.625,134.5680524,10,222,1,0,1,0,0,24.66666667,0,0,3,95,0,0,1,0,0,31.66666667,0,0,15,299,2,0,1,2,1,23,0,0,25,19,18.7,26.9
92,93,SR Tendulkar,India,1,10,0,13,0,0,0,0,10,76.92307692,1,10,0,0,0,0,0,10,0,0,0,31,1,0,0,0,0,13,0,0,1,10,0,0,0,0,0,10,0,0,14.6,14.6,0,17
93,94,D Mongia,India,1,38,0,45,0,0,1,0,38,84.44444444,1,38,0,0,0,1,0,38,0,0,0,31,1,0,0,0,0,13,0,0,1,38,0,0,0,1,0,38,0,0,15.4,15.4,0,18
94,95,MS Dhoni,India,84,1617,45,1332,0,2,16,2,41.46153846,129.9301416,10,253,4,0,1,3,0,42.16666667,0,0,30,670,15,0,1,8,0,44.66666667,0,0,54,947,30,0,1,8,2,39.45833333,0,0,63.8,30.5,48.8,59
95,96,KD Karthik,India,25,399,13,286,0,0,6,2,33.25,149.0662175,10,161,6,0,0,3,1,40.25,0,0,6,67,5,0,0,1,0,67,0,0,19,332,8,0,0,5,2,30.18181818,0,0,42.1,42.2,102,39.8
96,97,SK Raina,India,65,1605,10,1259,1,5,18,3,29.18181818,111.2821659,10,283,0,0,1,3,1,28.3,0,0,20,418,2,0,1,5,1,23.22222222,0,0,45,1187,8,1,4,13,2,32.08108108,0,0,57.7,20.1,30.1,55.2
97,98,TM Dilshan,Sri Lanka,76,1830,13,1552,1,13,12,9,29.04761905,94.2037302,10,270,2,0,2,1,0,33.75,0,0,24,702,4,1,7,2,2,35.1,0,0,52,1128,9,0,6,10,7,26.23255814,0,0,72,24,43.9,57.5
98,99,KC Sangakkara,Sri Lanka,53,1382,10,1193,0,8,12,2,32.13953488,104.8475559,10,204,2,0,1,2,1,25.5,0,0,17,489,4,0,2,5,0,37.61538462,0,0,36,893,6,0,6,7,2,29.76666667,0,0,51.5,24.3,32.6,48.3
99,100,RP Arnold,Sri Lanka,1,7,0,8,0,0,0,0,7,87.5,1,7,0,0,0,0,0,7,0,0,0,31,1,0,0,0,0,13,0,0,1,7,0,0,0,0,0,7,0,0,14.6,14.6,0,17
100,101,CK Kapugedera,Sri Lanka,37,685,6,598,0,1,9,0,22.09677419,112.3329258,10,199,2,0,1,3,0,24.875,0,0,10,229,1,0,1,3,0,25.44444444,0,0,27,456,5,0,0,6,0,20.72727273,0,0,35.9,26.1,26,33.8
101,102,MF Maharoof,Sri Lanka,4,20,0,33,0,0,0,1,5,47.76785714,4,20,0,0,0,0,1,5,0,0,0,31,1,0,0,0,0,13,0,0,4,20,0,0,0,0,1,5,0,0,14.6,14.6,0,17
102,103,SL Malinga,Sri Lanka,31,136,11,164,0,0,0,9,6.8,69.4861378,10,58,3,0,0,0,3,8.285714286,0,0,10,30,3,0,0,0,4,4.285714286,0,0,21,106,8,0,0,0,5,8.153846154,0,0,22.6,20.8,23.5,27.5
103,104,CRD Fernando,Sri Lanka,5,25,0,28,0,0,0,2,5,46.33333333,5,25,0,0,0,0,2,5,0,0,0,31,1,0,0,0,0,13,0,0,5,25,0,0,0,0,2,5,0,0,14.6,14.6,0,17
104,105,TT Bresnan,England,21,216,9,172,0,0,1,3,18,116.8864126,10,137,4,0,0,1,1,22.83333333,0,0,3,9,2,0,0,0,0,9,0,0,18,207,7,0,0,1,3,18.81818182,0,0,28.5,26.6,49.4,31
105,106,DL Maddy,England,4,113,1,80,0,1,0,0,37.66666667,140.4614695,4,113,1,0,1,0,0,37.66666667,0,0,0,31,1,0,0,0,0,13,0,0,4,113,1,0,1,0,0,37.66666667,0,0,21.6,21.6,0,25.2
106,107,MJ Prior,England,8,127,2,106,0,0,1,1,21.16666667,105.9647817,8,127,2,0,0,1,1,21.16666667,0,0,2,47,0,0,0,0,0,23.5,0,0,6,80,2,0,0,1,1,20,0,0,21.4,21.4,16.5,28.2
107,108,LJ Wright,England,44,759,4,570,0,4,6,9,18.975,95.0968154,10,152,1,0,1,2,3,16.88888889,0,0,13,252,0,0,2,2,1,19.38461538,0,0,31,507,4,0,2,4,8,18.77777778,0,0,41.4,24.4,27.4,37.3
108,109,OA Shah,England,15,347,1,297,0,1,4,0,24.78571429,113.4846663,10,224,0,0,0,3,0,22.4,0,0,7,168,1,0,1,2,0,28,0,0,8,179,0,0,0,2,0,22.375,0,0,23.7,18.8,25.1,20.3
109,110,AD Mascarenhas,England,12,123,5,107,0,0,1,3,17.57142857,92.69265233,10,103,4,0,0,1,3,17.16666667,0,0,5,62,3,0,0,0,0,31,0,0,7,61,2,0,0,1,3,12.2,0,0,28,27.3,41.2,28
110,111,CP Schofield,England,4,24,3,21,0,0,0,0,24,116.9642857,4,24,3,0,0,0,0,24,0,0,0,31,1,0,0,0,0,13,0,0,4,24,3,0,0,0,0,24,0,0,58.3,58.3,0,68
111,112,SCJ Broad,England,25,118,10,119,0,0,0,2,7.866666667,114.5679654,10,53,3,0,0,0,0,7.571428571,0,0,7,45,5,0,0,0,1,22.5,0,0,18,73,5,0,0,0,1,5.615384615,0,0,24.3,20.8,57.7,23.5
112,113,RJ Kirtley,England,1,2,1,4,0,0,0,0,0,50,1,2,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
