Unnamed: 0,ID,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,fifties,thirties,zeros,overall_average,strike_rate,form_innings,form_runs,recent_not_outs,recent_100s,recent_50s,recent_30s,recent_zeros,form_average,total_recent_ball_faced,form_strike_rate,home_innings,home_runs,home_not_out_count,home_100s,home_50s,home_30s,home_zeros,home_average,total_home_ball_faced,home_strike_rate,away_innings,away_runs,away_not_out_count,away_100s,away_50s,away_30s,away_zeros,away_average,total_away_ball_faced,away_strike_rate,overall_Percentage,recent_Percentage,home_Percentage,away_Percentage
315,316,RM West,Ireland,4,11,2,11,0,0,0,0,5.5,100,4,11,2,0,0,0,0,5.5,0,0,0,31,1,0,0,0,0,13,0,0,4,11,2,0,0,0,0,5.5,0,0,29.1,29.1,0,34
316,317,PC Connell,Ireland,3,4,2,7,0,0,0,1,4,41.66666667,3,4,2,0,0,0,1,4,0,0,0,31,1,0,0,0,0,13,0,0,3,4,2,0,0,0,1,4,0,0,43.7,43.7,0,51
317,318,AN Kervezee,Netherlands,8,245,1,226,0,2,2,0,35,90.97071241,8,245,1,0,2,2,0,35,0,0,0,31,1,0,0,0,0,13,0,0,8,245,1,0,2,2,0,35,0,0,22.8,22.8,0,26.6
318,319,B Zuiderent,Netherlands,5,85,1,103,0,0,1,0,21.25,77.21212121,5,85,1,0,0,1,0,21.25,0,0,0,31,1,0,0,0,0,13,0,0,5,85,1,0,0,1,0,21.25,0,0,20.1,20.1,0,23.4
319,320,E Schiferli,Netherlands,2,7,1,15,0,0,0,0,7,48.21428571,2,7,1,0,0,0,0,7,0,0,0,31,1,0,0,0,0,13,0,0,2,7,1,0,0,0,0,7,0,0,29.1,29.1,0,34
320,321,J Smits,Netherlands,1,11,1,19,0,0,0,0,0,57.89473684,1,11,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0
321,322,DP Nannes,Netherlands,4,22,1,19,0,0,0,1,7.333333333,92.26190476,4,22,1,0,0,0,1,7.333333333,0,0,1,4,1,0,0,0,0,0,0,0,3,18,0,0,0,0,1,6,0,0,19.4,19.4,0,17
322,323,PM Seelaar,Netherlands,35,436,11,409,0,1,2,0,18.16666667,88.84747892,10,106,2,0,0,0,0,13.25,0,0,10,169,6,0,0,2,0,42.25,0,0,25,267,5,0,1,0,0,13.35,0,0,31.3,18.2,45.4,28.1
323,324,AD Mathews,Sri Lanka,63,1148,17,1002,0,5,9,2,24.95652174,112.4382028,10,155,1,0,1,1,1,17.22222222,0,0,22,292,4,0,0,3,1,16.22222222,0,0,41,856,13,0,5,6,1,30.57142857,0,0,52.5,22.2,28.1,52.8
324,325,IG Butler,New Zealand,5,5,3,11,0,0,0,1,2.5,58.33333333,5,5,3,0,0,0,1,2.5,0,0,1,1,1,0,0,0,0,0,0,0,4,4,2,0,0,0,1,2,0,0,36.4,36.4,0,34
325,326,Shahzaib Hasan,Pakistan,10,116,0,133,0,0,1,3,11.6,60.06420361,10,116,0,0,0,1,3,11.6,0,0,0,31,1,0,0,0,0,13,0,0,10,116,0,0,0,1,3,11.6,0,0,17.3,17.3,0,20.1
326,327,JS Foster,England,5,37,2,32,0,0,0,0,12.33333333,105.6666667,5,37,2,0,0,0,0,12.33333333,0,0,5,37,2,0,0,0,0,12.33333333,0,0,0,36.5,1,0,0,0,0,13,0,0,24.3,24.3,27.5,0
327,328,JP Bray,Ireland,2,2,0,17,0,0,0,1,1,10,2,2,0,0,0,0,1,1,0,0,0,31,1,0,0,0,0,13,0,0,2,2,0,0,0,0,1,1,0,0,14.6,14.6,0,17
328,329,EJG Morgan,England,96,2311,21,1713,0,14,16,3,30.81333333,118.2598582,10,173,1,0,1,0,0,19.22222222,0,0,29,629,5,0,4,4,1,26.20833333,0,0,67,1682,16,0,10,12,2,32.98039216,0,0,75.7,19.8,39.4,68.8
329,330,RWT Key,England,1,10,1,9,0,0,0,0,0,111.1111111,1,10,1,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
330,331,GA Rogers,Scotland,1,1,1,3,0,0,0,0,0,33.33333333,1,1,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
331,332,CS MacLeod,Scotland,40,843,8,751,0,5,7,4,26.34375,97.70331853,10,318,0,0,2,3,1,31.8,0,0,2,37,0,0,0,0,0,18.5,0,0,38,806,8,0,5,7,4,26.86666667,0,0,43.4,21.4,16.5,50.7
332,333,AU Rashid,England,16,56,7,73,0,0,0,0,6.222222222,90.31171679,10,32,4,0,0,0,0,5.333333333,0,0,6,25,4,0,0,0,0,12.5,0,0,10,31,3,0,0,0,0,4.428571429,0,0,25.9,24.3,49.4,24.3
333,334,M Muralitharan,Sri Lanka,2,1,0,5,0,0,0,1,0.5,12.5,2,1,0,0,0,0,1,0.5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,14.6,14.6,16.5,0
334,335,BAW Mendis,Sri Lanka,6,8,3,18,0,0,0,2,2.666666667,84.04761905,6,8,3,0,0,0,2,2.666666667,0,0,3,1,2,0,0,0,2,1,0,0,3,7,1,0,0,0,0,3.5,0,0,29.1,29.1,49.4,25.5
335,336,Umar Akmal,Pakistan,79,1690,16,1405,0,8,15,10,26.82539683,100.2546858,10,181,2,0,1,2,3,22.625,0,0,4,34,0,0,0,1,2,8.5,0,0,75,1656,16,0,8,14,8,28.06779661,0,0,63.5,25.1,20.6,71.1
336,337,JL Denly,England,12,125,2,119,0,0,1,2,12.5,72.94946502,10,125,2,0,0,1,0,15.625,0,0,3,49,2,0,0,0,1,49,0,0,9,76,0,0,0,1,1,8.444444444,0,0,20.5,20.7,49.4,21.3
337,338,RJMGM Rupasinghe,Sri Lanka,2,33,0,39,0,0,0,0,16.5,85.71428571,2,33,0,0,0,0,0,16.5,0,0,2,33,0,0,0,0,0,16.5,0,0,0,36.5,1,0,0,0,0,13,0,0,14.6,14.6,16.5,0
338,339,Nazmul Hossain,Bangladesh,2,3,2,15,0,0,0,1,0,12.5,2,3,2,0,0,0,1,0,0,0,0,31,1,0,0,0,0,13,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0
339,340,Rubel Hossain,Bangladesh,12,20,9,36,0,0,0,4,6.666666667,52.22222222,10,12,7,0,0,0,3,4,0,0,2,0,1,0,0,0,2,0,0,0,10,20,8,0,0,0,2,10,0,0,58.3,48.6,0,85
340,341,DM Richards,West Indies,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
341,342,TM Dowlin,West Indies,2,68,1,70,0,0,2,0,68,96.96969697,2,68,1,0,0,2,0,68,0,0,1,37,1,0,0,1,0,0,0,0,1,31,0,0,0,1,0,31,0,0,31,31,1,18.2
342,343,FL Reifer,West Indies,1,22,0,20,0,0,0,0,22,110,1,22,0,0,0,0,0,22,0,0,1,22,0,0,0,0,0,22,0,0,0,36.5,1,0,0,0,0,13,0,0,14.6,14.6,16.5,0
343,344,DE Bernard,West Indies,1,1,1,1,0,0,0,0,0,100,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
344,345,I Udana,Sri Lanka,20,230,8,164,0,1,1,2,19.16666667,119.2623626,10,177,3,0,1,1,0,25.28571429,0,0,9,67,5,0,0,0,0,16.75,0,0,11,163,3,0,1,1,2,20.375,0,0,32.4,26.1,37.1,30.8
345,346,Mohammad Amir,Pakistan,12,59,4,74,0,0,0,1,7.375,72.25931476,10,55,4,0,0,0,1,9.166666667,0,0,2,6,1,0,0,0,0,6,0,0,10,53,3,0,0,0,1,7.571428571,0,0,21.9,24.3,32.9,24.3
346,347,BJ Watling,New Zealand,4,38,0,60,0,0,0,0,9.5,61.94444444,4,38,0,0,0,0,0,9.5,0,0,0,31,1,0,0,0,0,13,0,0,4,38,0,0,0,0,0,9.5,0,0,14.6,14.6,0,17
347,348,PR Stirling,Ireland,71,2039,6,1475,0,18,6,8,31.36923077,110.1300987,10,318,1,0,3,0,1,35.33333333,0,0,11,199,1,0,1,1,2,19.9,0,0,60,1840,5,0,17,5,6,33.45454545,0,0,61.6,22.1,24,64.9
348,349,WB Rankin,Ireland,15,64,9,78,0,0,0,4,10.66666667,67.74928775,10,35,5,0,0,0,3,7,0,0,3,22,1,0,0,0,0,11,0,0,12,42,8,0,0,0,4,10.5,0,0,36.4,29.1,24.7,51
349,350,Z Khan,India,3,13,1,10,0,0,0,1,6.5,94.44444444,3,13,1,0,0,0,1,6.5,0,0,0,31,1,0,0,0,0,13,0,0,3,13,1,0,0,0,1,6.5,0,0,21.9,21.9,0,25.5
350,351,Karim Sadiq,Afghanistan,31,442,3,416,0,1,4,4,15.78571429,89.31051232,10,178,1,0,1,0,2,19.77777778,0,0,0,31,1,0,0,0,0,13,0,0,31,442,3,0,1,4,4,15.78571429,0,0,29.3,19.7,0,34.2
351,352,Nawroz Mangal,Afghanistan,29,453,3,420,0,2,2,4,17.42307692,88.22135214,10,222,2,0,2,1,2,27.75,0,0,0,31,1,0,0,0,0,13,0,0,29,453,3,0,2,2,4,17.42307692,0,0,28.2,25.2,0,33
352,353,Mohammad Nabi,Afghanistan,71,1371,13,964,0,4,14,2,23.63793103,124.240343,10,113,0,0,0,1,0,11.3,0,0,0,31,1,0,0,0,0,13,0,0,71,1371,13,0,4,14,2,23.63793103,0,0,53.4,17.3,0,62.3
353,354,Mohammad Shahzad,Afghanistan,59,1830,5,1367,1,12,13,3,33.88888889,117.2448156,10,292,3,0,2,1,0,41.71428571,0,0,0,31,1,0,0,0,0,13,0,0,59,1830,5,1,12,13,3,33.88888889,0,0,57.2,26.2,0,66.7
354,355,Raees Ahmadzai,Afghanistan,4,41,1,35,0,0,0,0,13.66666667,145,4,41,1,0,0,0,0,13.66666667,0,0,0,31,1,0,0,0,0,13,0,0,4,41,1,0,0,0,0,13.66666667,0,0,19.4,19.4,0,22.7
355,356,Noor Ali Zadran,Afghanistan,18,433,3,435,0,3,3,1,28.86666667,98.06707369,10,237,1,0,1,2,0,26.33333333,0,0,0,31,1,0,0,0,0,13,0,0,18,433,3,0,3,3,1,28.86666667,0,0,29.2,21.5,0,34
356,357,Shafiqullah,Afghanistan,34,394,11,294,0,1,3,4,17.13043478,148.6425472,10,104,3,0,0,0,1,14.85714286,0,0,0,31,1,0,0,0,0,13,0,0,34,394,11,0,1,3,4,17.13043478,0,0,35,20.8,0,40.8
357,358,Samiullah Shenwari,Afghanistan,50,903,12,815,0,2,11,2,23.76315789,100.0855933,10,166,1,0,0,2,1,18.44444444,0,0,0,31,1,0,0,0,0,13,0,0,50,903,12,0,2,11,2,23.76315789,0,0,45.1,20,0,52.6
358,359,Mirwais Ashraf,Afghanistan,16,119,4,116,0,0,0,2,9.916666667,82.58433174,10,64,4,0,0,0,2,10.66666667,0,0,0,31,1,0,0,0,0,13,0,0,16,119,4,0,0,0,2,9.916666667,0,0,19.4,24.3,0,22.7
359,360,Hamid Hassan,Afghanistan,8,48,5,43,0,0,0,0,16,116.6369048,8,48,5,0,0,0,0,16,0,0,0,31,1,0,0,0,0,13,0,0,8,48,5,0,0,0,0,16,0,0,38.9,38.9,0,45.3
360,361,AF Buurman,Netherlands,2,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,31,1,0,0,0,0,13,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
361,362,Rizwan Cheema,Canada,17,142,1,135,0,0,1,5,8.875,75.24085392,10,88,1,0,0,0,4,9.777777778,0,0,0,31,1,0,0,0,0,13,0,0,17,142,1,0,0,1,5,8.875,0,0,19.2,16.2,0,22.4
362,363,JM Davison,Canada,2,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,31,1,0,0,0,0,13,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
363,364,H Patel,Canada,9,121,0,155,0,0,1,2,13.44444444,53.45272537,9,121,0,0,0,1,2,13.44444444,0,0,0,31,1,0,0,0,0,13,0,0,9,121,0,0,0,1,2,13.44444444,0,0,16.9,16.9,0,19.7
364,365,GEF Barnett,Canada,2,66,0,49,0,0,2,0,33,141.7241379,2,66,0,0,0,2,0,33,0,0,0,31,1,0,0,0,0,13,0,0,2,66,0,0,0,2,0,33,0,0,16.5,16.5,0,19.2
365,366,A Bagai,Canada,4,165,1,157,0,1,2,0,55,99.88707362,4,165,1,0,1,2,0,55,0,0,0,31,1,0,0,0,0,13,0,0,4,165,1,0,1,2,0,55,0,0,22.5,22.5,0,26.2
366,367,IS Billcliff,Canada,2,51,1,39,0,0,1,0,51,139.4444444,2,51,1,0,0,1,0,51,0,0,0,31,1,0,0,0,0,13,0,0,2,51,1,0,0,1,0,51,0,0,30.4,30.4,0,35.4
367,368,S Dhaniram,Canada,2,5,0,8,0,0,0,0,2.5,58.33333333,2,5,0,0,0,0,0,2.5,0,0,0,31,1,0,0,0,0,13,0,0,2,5,0,0,0,0,0,2.5,0,0,14.6,14.6,0,17
368,369,U Bhatti,Canada,2,19,1,14,0,0,0,0,19,135.7142857,2,19,1,0,0,0,0,19,0,0,0,31,1,0,0,0,0,13,0,0,2,19,1,0,0,0,0,19,0,0,29.1,29.1,0,34
369,370,Khurram Chohan,Canada,2,10,1,10,0,0,0,0,10,100,2,10,1,0,0,0,0,10,0,0,0,31,1,0,0,0,0,13,0,0,2,10,1,0,0,0,0,10,0,0,29.1,29.1,0,34
370,371,HS Baidwan,Canada,6,52,1,44,0,0,0,2,10.4,91.31944444,6,52,1,0,0,0,2,10.4,0,0,0,31,1,0,0,0,0,13,0,0,6,52,1,0,0,0,2,10.4,0,0,17.5,17.5,0,20.4
371,372,Imran Farhat,Pakistan,7,76,0,77,0,0,0,1,10.85714286,85.53613054,7,76,0,0,0,0,1,10.85714286,0,0,0,31,1,0,0,0,0,13,0,0,7,76,0,0,0,0,1,10.85714286,0,0,14.6,14.6,0,17
372,373,AB Dinda,India,2,22,1,24,0,0,0,0,22,85,2,22,1,0,0,0,0,22,0,0,2,22,1,0,0,0,0,22,0,0,0,36.5,1,0,0,0,0,13,0,0,29.1,29.1,32.9,0
373,374,A Nehra,India,5,28,0,42,0,0,0,3,5.6,37.7443609,5,28,0,0,0,0,3,5.6,0,0,3,28,0,0,0,0,1,9.333333333,0,0,2,0,0,0,0,0,2,0,0,0,14.6,14.6,16.5,0
374,375,PP Ojha,India,1,10,1,6,0,0,0,0,0,166.6666667,1,10,1,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
375,376,MBS Jonkman,Netherlands,1,1,0,8,0,0,0,0,1,12.5,1,1,0,0,0,0,0,1,0,0,0,31,1,0,0,0,0,13,0,0,1,1,0,0,0,0,0,1,0,0,14.6,14.6,0,17
376,377,SJS Smith,Scotland,1,8,1,11,0,0,0,0,0,72.72727273,1,8,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0
377,378,RT Lyons,Scotland,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,1,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
378,379,NG Jones,Ireland,4,42,2,40,0,0,0,1,21,86.96969697,4,42,2,0,0,0,1,21,0,0,0,31,1,0,0,0,0,13,0,0,4,42,2,0,0,0,1,21,0,0,29.1,29.1,0,34
379,380,CU Jayasinghe,Sri Lanka,3,49,2,49,0,0,1,0,49,126.9047619,3,49,2,0,0,1,0,49,0,0,0,31,1,0,0,0,0,13,0,0,3,49,2,0,0,1,0,49,0,0,45.6,45.6,0,53.2
380,381,HG Kuhn,South Africa,6,49,2,42,0,0,0,0,12.25,103.3333333,6,49,2,0,0,0,0,12.25,0,0,6,49,2,0,0,0,0,12.25,0,0,0,36.5,1,0,0,0,0,13,0,0,21.9,21.9,24.7,0
381,382,R McLaren,South Africa,4,9,3,13,0,0,0,0,9,68.75,4,9,3,0,0,0,0,9,0,0,1,1,1,0,0,0,0,0,0,0,3,8,2,0,0,0,0,8,0,0,58.3,58.3,0,51
382,383,TR Birt,Australia,3,31,0,34,0,0,0,0,10.33333333,83.04473304,3,31,0,0,0,0,0,10.33333333,0,0,3,31,0,0,0,0,0,10.33333333,0,0,0,36.5,1,0,0,0,0,13,0,0,14.6,14.6,16.5,0
383,384,SPD Smith,Australia,37,794,9,633,0,4,5,1,28.35714286,111.8453556,10,297,2,0,1,3,0,37.125,0,0,11,274,2,0,1,2,0,30.44444444,0,0,26,520,7,0,3,3,1,27.36842105,0,0,38.2,23.5,25.8,39.7
384,385,N Deonarine,West Indies,7,55,2,54,0,0,1,3,11,76.66256158,7,55,2,0,0,1,3,11,0,0,4,13,0,0,0,0,2,3.25,0,0,3,42,2,0,0,1,1,42,0,0,24.4,24.4,16.5,53.6
385,386,NO Miller,West Indies,5,43,4,50,0,0,0,0,43,93.45238095,5,43,4,0,0,0,0,43,0,0,3,17,2,0,0,0,0,17,0,0,2,26,2,0,0,0,0,0,0,0,72.9,72.9,49.4,0
386,387,Shafiul Islam,Bangladesh,6,23,0,33,0,0,0,1,3.833333333,55.6980057,6,23,0,0,0,0,1,3.833333333,0,0,1,0,0,0,0,0,1,0,0,0,5,23,0,0,0,0,0,4.6,0,0,14.6,14.6,0,17
387,388,PJ Ingram,New Zealand,3,22,1,36,0,0,0,1,11,35.65217391,3,22,1,0,0,0,1,11,0,0,3,22,1,0,0,0,1,11,0,0,0,36.5,1,0,0,0,0,13,0,0,21.9,21.9,24.7,0
388,389,Khalid Latif,Pakistan,12,237,3,230,0,1,3,0,26.33333333,90.02520857,10,227,3,0,1,3,0,32.42857143,0,0,0,31,1,0,0,0,0,13,0,0,12,237,3,0,1,3,0,26.33333333,0,0,27.3,27.7,0,31.9
389,390,Sarfraz Ahmed,Pakistan,39,812,11,659,0,3,7,2,29,102.1336973,10,201,1,0,0,2,1,22.33333333,0,0,7,112,1,0,0,1,1,18.66666667,0,0,32,700,10,0,3,6,1,31.81818182,0,0,39.8,19.3,21.4,44.7
390,391,Naved-ul-Hasan,Pakistan,1,1,0,9,0,0,0,0,1,11.11111111,1,1,0,0,0,0,0,1,0,0,0,31,1,0,0,0,0,13,0,0,1,1,0,0,0,0,0,1,0,0,14.6,14.6,0,17
391,392,Saeed Ajmal,Pakistan,19,91,9,91,0,0,0,3,9.1,89.46457052,10,40,3,0,0,0,2,5.714285714,0,0,0,31,1,0,0,0,0,13,0,0,19,91,9,0,0,0,3,9.1,0,0,27.7,20.8,0,32.3
392,393,RJ Harris,Australia,1,2,1,1,0,0,0,0,0,200,1,2,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
393,394,Imrul Kayes,Bangladesh,13,119,3,141,0,0,1,4,11.9,60.95925813,10,97,3,0,0,1,2,13.85714286,0,0,6,67,1,0,0,0,0,13.4,0,0,7,52,2,0,0,1,4,10.4,0,0,22.4,24,19.8,28.7
394,395,Jahurul Islam,Bangladesh,3,31,0,24,0,0,0,0,10.33333333,120.2279202,3,31,0,0,0,0,0,10.33333333,0,0,0,31,1,0,0,0,0,13,0,0,3,31,0,0,0,0,0,10.33333333,0,0,14.6,14.6,0,17
395,396,Suhrawadi Shuvo,Bangladesh,1,1,1,3,0,0,0,0,0,33.33333333,1,1,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
396,397,AM Blignaut,Zimbabwe,1,8,0,9,0,0,0,0,8,88.88888889,1,8,0,0,0,0,0,8,0,0,0,31,1,0,0,0,0,13,0,0,1,8,0,0,0,0,0,8,0,0,14.6,14.6,0,17
397,398,CR Ervine,Zimbabwe,24,502,4,516,0,3,4,1,25.1,82.62602906,10,288,2,0,3,0,0,36,0,0,8,97,2,0,0,2,1,16.16666667,0,0,16,405,2,0,3,2,0,28.92857143,0,0,32.4,24.7,27.8,30.9
398,399,CK Coventry,Zimbabwe,12,127,2,90,0,0,1,2,12.7,121.6254579,10,99,2,0,0,1,1,12.375,0,0,7,91,0,0,0,1,1,13,0,0,5,36,2,0,0,0,1,12,0,0,20.4,21.4,19.2,28.3
399,400,GA Lamb,Zimbabwe,4,32,2,55,0,0,0,1,16,69.48051948,4,32,2,0,0,0,1,16,0,0,2,7,1,0,0,0,1,7,0,0,2,25,1,0,0,0,0,25,0,0,29.1,29.1,32.9,34
400,401,T Maruma,Zimbabwe,9,86,4,91,0,0,0,1,17.2,79.06044573,9,86,4,0,0,0,1,17.2,0,0,3,33,1,0,0,0,1,16.5,0,0,6,53,3,0,0,0,0,17.66666667,0,0,26.2,26.2,24.7,34
401,402,AG Cremer,Zimbabwe,16,68,3,103,0,0,0,3,5.230769231,58.40909091,10,39,1,0,0,0,2,4.333333333,0,0,6,22,1,0,0,0,2,4.4,0,0,10,46,2,0,0,0,1,5.75,0,0,17.9,16.2,19.8,21.2
402,403,RW Price,Zimbabwe,5,14,1,25,0,0,0,1,3.5,52.12121212,5,14,1,0,0,0,1,3.5,0,0,3,5,0,0,0,0,1,1.666666667,0,0,2,9,1,0,0,0,0,9,0,0,18.2,18.2,16.5,34
403,404,Mohammad Sami,Pakistan,4,21,3,32,0,0,0,0,21,100.3968254,4,21,3,0,0,0,0,21,0,0,0,31,1,0,0,0,0,13,0,0,4,21,3,0,0,0,0,21,0,0,58.3,58.3,0,68
404,405,SW Masakadza,Zimbabwe,5,18,1,24,0,0,0,2,4.5,47.85714286,5,18,1,0,0,0,2,4.5,0,0,2,9,1,0,0,0,1,9,0,0,3,9,0,0,0,0,1,3,0,0,18.2,18.2,32.9,17
405,406,AB Barath,West Indies,2,23,0,42,0,0,0,0,11.5,54.09090909,2,23,0,0,0,0,0,11.5,0,0,1,8,0,0,0,0,0,8,0,0,1,15,0,0,0,0,0,15,0,0,14.6,14.6,16.5,17
406,407,DM Bravo,West Indies,18,340,2,335,0,0,6,3,21.25,83.56960832,10,149,1,0,0,2,2,16.55555556,0,0,10,171,0,0,0,3,3,17.1,0,0,8,169,2,0,0,3,0,28.16666667,0,0,26.3,20.4,22.7,27.8
407,408,M Vijay,India,9,169,0,165,0,0,3,1,18.77777778,83.57607673,9,169,0,0,0,3,1,18.77777778,0,0,0,31,1,0,0,0,0,13,0,0,9,169,0,0,0,3,1,18.77777778,0,0,19.6,19.6,0,22.8
408,409,Asghar Stanikzai,Afghanistan,61,1256,6,1180,0,3,14,4,22.83636364,98.7335704,10,231,1,0,1,2,2,25.66666667,0,0,0,31,1,0,0,0,0,13,0,0,61,1256,6,0,3,14,4,22.83636364,0,0,46.5,21.6,0,54.2
409,410,MJ Lumb,England,27,552,1,422,0,3,4,1,21.23076923,115.5807968,10,212,0,0,1,2,1,21.2,0,0,6,103,0,0,0,1,0,17.16666667,0,0,21,449,1,0,3,3,1,22.45,0,0,30.4,20.5,18.5,33.2
410,411,C Kieswetter,England,25,526,2,480,0,3,4,2,22.86956522,94.90265183,10,166,0,0,1,2,2,16.6,0,0,10,191,2,0,2,0,0,23.875,0,0,15,335,0,0,1,4,2,22.33333333,0,0,30.7,22.1,28,26.8
411,412,NLTC Perera,Sri Lanka,73,1204,25,827,0,3,10,8,25.08333333,129.8099103,10,184,3,0,1,1,1,26.28571429,0,0,29,399,10,0,2,1,5,21,0,0,44,805,15,0,1,9,3,27.75862069,0,0,52.5,25.9,38,47.7
412,413,LD Chandimal,Sri Lanka,50,868,5,845,0,5,5,0,19.28888889,94.29811197,10,175,3,0,1,1,0,25,0,0,17,267,2,0,1,2,0,17.8,0,0,33,601,3,0,4,3,0,20.03333333,0,0,43.2,26.2,27.7,40.7
413,414,Shapoor Zadran,Afghanistan,9,27,3,67,0,0,0,2,4.5,31.499519,9,27,3,0,0,0,2,4.5,0,0,0,31,1,0,0,0,0,13,0,0,9,27,3,0,0,0,2,4.5,0,0,21.9,21.9,0,25.5
414,415,DT Christian,Australia,7,27,3,28,0,0,0,1,6.75,119.4139194,7,27,3,0,0,0,1,6.75,0,0,3,10,2,0,0,0,1,10,0,0,4,17,1,0,0,0,0,5.666666667,0,0,25.5,25.5,49.4,22.7
415,416,GH Dockrell,Ireland,35,267,17,224,0,0,1,4,14.83333333,109.9260739,10,63,8,0,0,0,0,31.5,0,0,9,65,3,0,0,0,1,10.83333333,0,0,26,202,14,0,0,1,3,16.83333333,0,0,32.4,72.9,24.7,41.5
416,417,AN Petersen,South Africa,2,14,0,19,0,0,0,0,7,76.19047619,2,14,0,0,0,0,0,7,0,0,0,31,1,0,0,0,0,13,0,0,2,14,0,0,0,0,0,7,0,0,14.6,14.6,0,17
417,418,KAJ Roach,West Indies,1,3,1,2,0,0,0,0,0,150,1,3,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,36.5,1,0,0,0,0,13,0,0,0,0,0,0
418,419,Abdur Rehman,Pakistan,4,18,1,24,0,0,0,0,6,103.125,4,18,1,0,0,0,0,6,0,0,0,31,1,0,0,0,0,13,0,0,4,18,1,0,0,0,0,6,0,0,19.4,19.4,0,22.7
419,420,DA Miller,South Africa,71,1525,23,1126,1,3,14,0,31.77083333,123.9473394,10,234,4,0,1,1,0,39,0,0,38,837,11,0,2,9,0,31,0,0,33,688,12,1,1,5,0,32.76190476,0,0,56.4,28.3,44,45.9
420,421,S Randiv,Sri Lanka,2,8,0,6,0,0,0,0,4,125,2,8,0,0,0,0,0,4,0,0,0,31,1,0,0,0,0,13,0,0,2,8,0,0,0,0,0,4,0,0,14.6,14.6,0,17
421,422,UWMBCA Welegedara,Sri Lanka,1,2,1,3,0,0,0,0,0,66.66666667,1,2,1,0,0,0,0,0,0,0,0,31,1,0,0,0,0,13,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
422,423,RJ Nicol,New Zealand,19,327,0,315,0,2,3,2,17.21052632,87.15560416,10,141,0,0,1,1,1,14.1,0,0,5,137,0,0,1,1,0,27.4,0,0,14,190,0,0,1,2,2,13.57142857,0,0,27.3,21.2,20.3,27.7
423,424,Zulqarnain Haider,Pakistan,2,18,0,22,0,0,0,0,9,59.72222222,2,18,0,0,0,0,0,9,0,0,0,31,1,0,0,0,0,13,0,0,2,18,0,0,0,0,0,9,0,0,14.6,14.6,0,17
424,425,CA Ingram,South Africa,9,210,1,165,0,1,3,1,26.25,97.70028809,9,210,1,0,1,3,1,26.25,0,0,6,133,0,0,1,1,0,22.16666667,0,0,3,77,1,0,0,2,1,38.5,0,0,23.1,23.1,21.3,28.3
425,426,KM Dabengwa,Zimbabwe,2,13,1,8,0,0,0,0,13,136.6666667,2,13,1,0,0,0,0,13,0,0,0,31,1,0,0,0,0,13,0,0,2,13,1,0,0,0,0,13,0,0,29.1,29.1,0,34
426,427,Wahab Riaz,Pakistan,14,154,3,124,0,0,1,1,14,113.7414966,10,84,2,0,0,0,1,10.5,0,0,2,19,1,0,0,0,0,19,0,0,12,135,2,0,0,1,1,13.5,0,0,21.4,18.2,32.9,23.6
427,428,DG Brownlie,New Zealand,5,6,0,18,0,0,0,3,1.2,25,5,6,0,0,0,0,3,1.2,0,0,2,5,0,0,0,0,1,2.5,0,0,3,1,0,0,0,0,2,0.333333333,0,0,14.6,14.6,16.5,17
