,ID,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,thirties,fifties,zeros,overall_average,strike_rate,home_innings,away_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
1170,1171,LN Oluoch,Kenya,6,26,3,33,0,0,0,0,8.666666667,80.13888889,0,6,,,,,,,,,,6,26,0,0,0,0,3,8.666666667,0,0,26,3,8.666666667,0,0,0,0,0,0
1171,1172,SR Bhudia,Kenya,3,4,1,16,0,0,0,1,2,40.47619048,0,3,,,,,,,,,,3,4,1,0,0,0,1,2,0,0,4,1,2,0,0,1,0,0,0
1172,1173,Z Arinaitwe,Uganda,3,22,0,28,0,0,0,0,7.333333333,70.21645022,3,0,22,0,7.333333333,0,0,0,0,0,0,3,22,0,0,0,0,0,7.333333333,0,0,,,,,,,,,
1173,1174,HB Kayondo,Uganda,4,104,0,105,0,2,0,0,26,98.79934211,3,1,76,0,25.33333333,0,0,0,2,0,0,4,104,0,2,0,0,0,26,0,0,28,0,28,0,0,0,0,0,0
1174,1175,RG Mukasa,Uganda,7,63,1,76,0,0,0,0,10.5,74.45488722,4,3,31,1,10.33333333,0,0,0,0,0,0,7,63,0,0,0,0,1,10.5,0,0,32,0,10.66666667,0,0,0,0,0,0
1175,1176,A Otwani,Uganda,7,119,0,127,0,1,0,0,17,85.6541078,4,3,89,0,22.25,0,0,0,1,0,0,7,119,0,1,0,0,0,17,0,0,30,0,10,0,0,0,0,0,0
1176,1177,DM Nakrani,Uganda,7,70,1,77,0,0,0,0,11.66666667,78.31977546,4,3,52,1,17.33333333,0,0,0,0,0,0,7,70,0,0,0,0,1,11.66666667,0,0,18,0,6,0,0,0,0,0,0
1177,1178,Riazat Ali Shah,Uganda,6,196,3,141,0,2,1,0,65.33333333,141.6551899,4,2,140,2,70,0,0,0,1,1,0,6,196,0,2,1,0,3,65.33333333,0,0,56,1,56,0,0,0,1,0,0
1178,1179,D Muhumuza,Uganda,4,41,0,39,0,0,0,1,10.25,69.31818182,4,0,41,0,10.25,0,0,1,0,0,0,4,41,1,0,0,0,0,10.25,0,0,,,,,,,,,
1179,1180,R Olipa,Uganda,1,3,0,4,0,0,0,0,3,75,1,0,3,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,,,,,,,,,
1180,1181,F Nsubuga,Uganda,2,16,0,16,0,0,0,0,8,125,2,0,16,0,8,0,0,0,0,0,0,2,16,0,0,0,0,0,8,0,0,,,,,,,,,
1181,1182,C Waiswa,Uganda,2,20,1,14,0,0,0,0,20,208.3333333,2,0,20,1,20,0,0,0,0,0,0,2,20,0,0,0,0,1,20,0,0,,,,,,,,,
1182,1183,E Isaneez,Uganda,2,8,2,13,0,0,0,0,0,51.38888889,2,0,8,2,0,0,0,0,0,0,0,2,8,0,0,0,0,2,0,0,0,,,,,,,,,
1183,1184,K Modise,Botswana,3,16,0,16,0,0,0,1,5.333333333,101.5151515,0,3,,,,,,,,,,3,16,1,0,0,0,0,5.333333333,0,0,16,0,5.333333333,0,0,1,0,0,0
1184,1185,I Master,Botswana,2,6,1,9,0,0,0,0,6,114.2857143,0,2,,,,,,,,,,2,6,0,0,0,0,1,6,0,0,6,1,6,0,0,0,0,0,0
1185,1186,V Balakrishnan,Botswana,3,63,1,83,0,0,0,0,31.5,71.59946237,0,3,,,,,,,,,,3,63,0,0,0,0,1,31.5,0,0,63,1,31.5,0,0,0,0,0,0
1186,1187,JWN Moses,Botswana,3,14,0,21,0,0,0,0,4.666666667,65.27777778,0,3,,,,,,,,,,3,14,0,0,0,0,0,4.666666667,0,0,14,0,4.666666667,0,0,0,0,0,0
1187,1188,A Rangaswamy,Botswana,3,10,0,13,0,0,0,1,3.333333333,53.33333333,0,3,,,,,,,,,,3,10,1,0,0,0,0,3.333333333,0,0,10,0,3.333333333,0,0,1,0,0,0
1188,1189,N Master,Botswana,2,23,1,19,0,0,0,0,23,111.7647059,0,2,,,,,,,,,,2,23,0,0,0,0,1,23,0,0,23,1,23,0,0,0,0,0,0
1189,1190,T Tshose,Botswana,2,4,2,6,0,0,0,1,0,50,0,2,,,,,,,,,,2,4,1,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0
1190,1191,LD Madushanka,Sri Lanka,2,21,0,26,0,0,0,0,10.5,60.14492754,1,1,20,0,20,0,0,0,0,0,0,2,21,0,0,0,0,0,10.5,0,0,1,0,1,0,0,0,0,0,0
1191,1192,SHA Rance,New Zealand,3,10,0,21,0,0,0,0,3.333333333,49.01960784,1,2,1,0,1,0,0,0,0,0,0,3,10,0,0,0,0,0,3.333333333,0,0,9,0,4.5,0,0,0,0,0,0
1192,1193,V Ateak,Ghana,1,1,1,2,0,0,0,0,0,50,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1193,1194,L Louwrens,Namibia,1,17,1,16,0,0,0,0,0,106.25,1,0,17,1,0,0,0,0,0,0,0,1,17,0,0,0,0,1,0,0,0,,,,,,,,,
1194,1195,Z Abbasi,Botswana,1,1,0,5,0,0,0,0,1,20,0,1,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1195,1196,T Phaswana,Botswana,1,0,0,3,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1196,1197,DC Stovell,Bermuda,6,42,1,50,0,0,0,1,8.4,64.39102564,1,5,18,1,0,0,0,0,0,0,0,6,42,1,0,0,0,1,8.4,0,0,24,0,4.8,0,0,1,0,0,0
1197,1198,Rahmanullah Gurbaz,Afghanistan,13,446,0,326,0,3,3,2,34.30769231,114.3500145,0,13,,,,,,,,,,10,342,1,2,2,0,0,34.2,0,0,446,0,34.30769231,0,0,2,3,3,0
1198,1199,Afif Hossain,Bangladesh,12,168,0,141,0,1,1,2,14,84.02814914,5,7,77,0,15.4,0,0,1,0,1,0,10,116,1,1,0,0,0,11.6,0,0,91,0,13,0,0,1,1,0,0
1199,1200,Abraash Khan,Canada,4,66,0,60,0,0,0,0,16.5,129.0654521,0,4,,,,,,,,,,4,66,0,0,0,0,0,16.5,0,0,66,0,16.5,0,0,0,0,0,0
1200,1201,H Thaker,Canada,1,11,0,9,0,0,0,0,11,122.2222222,0,1,,,,,,,,,,1,11,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0
1201,1202,MR Montfort,Canada,1,1,1,2,0,0,0,0,0,50,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1202,1203,Jasdeep Singh,United States of America,2,31,1,26,0,1,0,1,31,62,0,2,,,,,,,,,,2,31,1,1,0,0,1,31,0,0,31,1,31,0,0,1,1,0,0
1203,1204,JJ Smit,Namibia,12,281,3,175,0,3,1,0,31.22222222,160.2313918,2,10,75,1,75,0,0,0,2,0,0,10,260,0,3,1,0,3,37.14285714,0,0,206,2,25.75,0,0,0,1,1,0
1204,1205,Z Groenewald,Namibia,4,20,1,36,0,0,0,0,6.666666667,60.43859649,0,4,,,,,,,,,,4,20,0,0,0,0,1,6.666666667,0,0,20,1,6.666666667,0,0,0,0,0,0
1205,1206,SS Iyer,India,25,550,7,414,0,5,3,2,30.55555556,118.4752832,18,7,385,4,27.5,0,0,1,3,2,0,10,228,1,3,1,0,3,32.57142857,0,0,165,3,41.25,0,0,1,2,1,0
1206,1207,NA Saini,India,2,11,2,10,0,0,0,1,0,61.11111111,1,1,0,1,0,0,0,1,0,0,0,2,11,1,0,0,0,2,0,0,0,11,1,0,0,0,0,0,0,0
1207,1208,T Bavuma,South Africa,8,249,1,187,0,5,0,0,35.57142857,131.8430242,6,2,173,0,28.83333333,0,0,0,4,0,0,8,249,0,5,0,0,1,35.57142857,0,0,76,1,76,0,0,0,1,0,0
1208,1209,J Rasu,Vanuatu,8,243,1,224,0,1,2,0,34.71428571,97.75620791,0,8,,,,,,,,,,8,243,0,1,2,0,1,34.71428571,0,0,243,1,34.71428571,0,0,0,1,2,0
1209,1210,A Mansale,Vanuatu,9,92,0,96,0,1,0,4,10.22222222,56.06546232,0,9,,,,,,,,,,9,92,4,1,0,0,0,10.22222222,0,0,92,0,10.22222222,0,0,4,1,0,0
1210,1211,PK Matautaava,Vanuatu,5,197,0,111,1,0,1,0,39.4,140.6808783,0,5,,,,,,,,,,5,197,0,0,1,1,0,39.4,0,0,197,0,39.4,0,0,0,0,1,1
1211,1212,N Nipiko,Vanuatu,9,245,2,234,0,2,2,0,35,96.77418208,0,9,,,,,,,,,,9,245,0,2,2,0,2,35,0,0,245,2,35,0,0,0,2,2,0
1212,1213,C Tommy,Vanuatu,6,78,0,83,0,0,0,0,13,92.7812587,0,6,,,,,,,,,,6,78,0,0,0,0,0,13,0,0,78,0,13,0,0,0,0,0,0
1213,1214,R Tari,Vanuatu,9,99,4,72,0,0,0,2,19.8,121.5811966,0,9,,,,,,,,,,9,99,2,0,0,0,4,19.8,0,0,99,4,19.8,0,0,2,0,0,0
1214,1215,J Vira,Vanuatu,7,44,3,35,0,0,0,0,11,124.5238095,0,7,,,,,,,,,,7,44,0,0,0,0,3,11,0,0,44,3,11,0,0,0,0,0,0
1215,1216,Mohamed Arief,Malaysia,10,214,2,175,0,1,1,0,26.75,108.2126213,9,1,199,2,28.42857143,0,0,0,1,1,0,10,214,0,1,1,0,2,26.75,0,0,15,0,15,0,0,0,0,0,0
1216,1217,Zubaidi Zulkifle,Malaysia,4,31,0,31,0,0,0,1,7.75,73.88888889,4,0,31,0,7.75,0,0,1,0,0,0,4,31,1,0,0,0,0,7.75,0,0,,,,,,,,,
1217,1218,Nazril Rahman,Malaysia,5,45,1,52,0,0,0,1,11.25,72.94261294,5,0,45,1,11.25,0,0,1,0,0,0,5,45,1,0,0,0,1,11.25,0,0,,,,,,,,,
1218,1219,Muhammad Wafiq,Malaysia,3,9,1,12,0,0,0,1,4.5,53.57142857,3,0,9,1,4.5,0,0,1,0,0,0,3,9,1,0,0,0,1,4.5,0,0,,,,,,,,,
1219,1220,Ainool Haqqiem,Malaysia,2,20,1,21,0,0,0,0,20,96.15384615,2,0,20,1,20,0,0,0,0,0,0,2,20,0,0,0,0,1,20,0,0,,,,,,,,,
1220,1221,Taijul Islam,Bangladesh,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,
1221,1222,Nazmul Hossain Shanto,Bangladesh,3,24,0,24,0,0,0,0,8,101.9444444,2,1,16,0,8,0,0,0,0,0,0,3,24,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0
1222,1223,A Ndlovu,Zimbabwe,1,2,0,4,0,0,0,0,2,50,0,1,,,,,,,,,,1,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0
1223,1224,Fazal Niazai,Afghanistan,1,12,0,15,0,0,0,0,12,80,0,1,,,,,,,,,,1,12,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0
1224,1225,BB Chari,Zimbabwe,3,21,0,31,0,0,0,1,7,42.59259259,0,3,,,,,,,,,,3,21,1,0,0,0,0,7,0,0,21,0,7,0,0,1,0,0,0
1225,1226,Aarif Sheikh,Nepal,11,204,3,197,0,2,0,0,25.5,100.7916932,3,8,53,2,53,0,0,0,1,0,0,10,196,0,2,0,0,3,28,0,0,151,1,21.57142857,0,0,0,1,0,0
1226,1227,Kushal Malla,Nepal,4,62,1,48,0,1,0,0,20.66666667,104.7619048,0,4,,,,,,,,,,4,62,0,1,0,0,1,20.66666667,0,0,62,1,20.66666667,0,0,0,1,0,0
1227,1228,S Bhari,Nepal,4,1,3,7,0,0,0,3,1,12.5,1,3,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,3,1,0,0,0,2,0,0,0,3,0,0,0
1228,1229,S Snater,Netherlands,5,18,0,18,0,0,0,2,3.6,68.57142857,2,3,8,0,4,0,0,0,0,0,0,5,18,2,0,0,0,0,3.6,0,0,10,0,3.333333333,0,0,2,0,0,0
1229,1230,C Floyd,Netherlands,2,23,1,24,0,0,0,0,23,75.26315789,0,2,,,,,,,,,,2,23,0,0,0,0,1,23,0,0,23,1,23,0,0,0,0,0,0
1230,1231,CM Akachukwu,Nigeria,4,14,2,15,0,0,0,0,7,89.58333333,0,4,,,,,,,,,,4,14,0,0,0,0,2,7,0,0,14,2,7,0,0,0,0,0,0
1231,1232,HE van der Dussen,South Africa,17,542,3,417,0,7,3,1,38.71428571,115.3628353,15,2,528,3,44,0,0,1,7,3,0,10,289,0,4,1,0,3,41.28571429,0,0,14,0,7,0,0,0,0,0,0
1232,1233,D Pretorius,South Africa,8,159,3,98,0,0,1,0,31.8,145.7051282,5,3,125,1,31.25,0,0,0,0,1,0,8,159,0,0,1,0,3,31.8,0,0,34,2,34,0,0,0,0,0,0
1233,1234,Vikramjit Singh,Netherlands,1,15,0,13,0,0,0,0,15,115.3846154,0,1,,,,,,,,,,1,15,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0
1234,1235,OJ Hairs,Scotland,6,105,0,69,0,0,0,1,17.5,134.858909,0,6,,,,,,,,,,6,105,1,0,0,0,0,17.5,0,0,105,0,17.5,0,0,1,0,0,0
1235,1236,I Pandey,Nepal,4,33,0,54,0,0,0,0,8.25,57.84313725,0,4,,,,,,,,,,4,33,0,0,0,0,0,8.25,0,0,33,0,8.25,0,0,0,0,0,0
1236,1237,S Jora,Nepal,6,101,1,87,0,0,1,1,20.2,89.1550766,0,6,,,,,,,,,,6,101,1,0,1,0,1,20.2,0,0,101,1,20.2,0,0,1,0,1,0
1237,1238,Aritra Dutta,Singapore,8,116,0,117,0,2,0,0,14.5,88.8967803,2,6,10,0,5,0,0,0,0,0,0,8,116,0,2,0,0,0,14.5,0,0,106,0,17.66666667,0,0,0,2,0,0
1238,1239,NMS Param,Singapore,7,160,2,125,0,0,1,0,32,117.5586913,1,6,2,0,2,0,0,0,0,0,0,7,160,0,0,1,0,2,32,0,0,158,2,39.5,0,0,0,0,1,0
1239,1240,Sidhant Singh,Singapore,9,178,2,144,0,0,2,1,25.42857143,100.835334,2,7,10,1,10,0,0,0,0,0,0,9,178,1,0,2,0,2,25.42857143,0,0,168,1,28,0,0,1,0,2,0
1240,1241,T Munyonga,Zimbabwe,2,45,1,36,0,1,0,0,45,112.8571429,0,2,,,,,,,,,,2,45,0,1,0,0,1,45,0,0,45,1,45,0,0,0,1,0,0
1241,1242,S Vijayakumar,Singapore,2,2,0,5,0,0,0,0,1,62.5,1,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1242,1243,Amjad Mahboob,Singapore,5,3,1,14,0,0,0,2,0.75,20.66666667,1,4,0,0,0,0,0,1,0,0,0,5,3,2,0,0,0,1,0.75,0,0,3,1,1,0,0,1,0,0,0
1243,1244,V Baskaran,Singapore,4,18,2,23,0,0,0,2,9,39.42307692,1,3,0,1,0,0,0,1,0,0,0,4,18,2,0,0,0,2,9,0,0,18,1,9,0,0,1,0,0,0
1244,1245,AAhan Achar,Singapore,2,2,2,2,0,0,0,1,0,100,1,1,2,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
1245,1246,HT Tector,Ireland,18,364,6,275,0,4,1,0,30.33333333,120.9733633,2,16,81,0,40.5,0,0,0,0,1,0,10,195,0,3,0,0,2,24.375,0,0,283,6,28.3,0,0,0,4,0,0
1246,1247,Ainool Hafizs,Malaysia,3,41,0,46,0,0,0,0,13.66666667,93.58974359,3,0,41,0,13.66666667,0,0,0,0,0,0,3,41,0,0,0,0,0,13.66666667,0,0,,,,,,,,,
1247,1248,T Langa,Vanuatu,1,14,0,9,0,0,0,0,14,155.5555556,0,1,,,,,,,,,,1,14,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0
1248,1249,W Nalisa,Vanuatu,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1249,1250,JW Chilia,Vanuatu,3,6,2,10,0,0,0,0,6,78.88888889,0,3,,,,,,,,,,3,6,0,0,0,0,2,6,0,0,6,2,6,0,0,0,0,0,0
1250,1251,CN Ackermann,Netherlands,11,243,4,203,0,2,0,0,34.71428571,123.2234732,0,11,,,,,,,,,,10,216,0,2,0,0,4,36,0,0,243,4,34.71428571,0,0,0,2,0,0
1251,1252,Suraj Kumar,Oman,8,100,1,90,0,1,0,0,14.28571429,104.1468254,0,8,,,,,,,,,,8,100,0,1,0,0,1,14.28571429,0,0,100,1,14.28571429,0,0,0,1,0,0
1252,1253,W Viraliliu,Vanuatu,3,8,1,10,0,0,0,0,4,85,0,3,,,,,,,,,,3,8,0,0,0,0,1,4,0,0,8,1,4,0,0,0,0,0,0
1253,1254,SH Obed,Vanuatu,3,13,1,13,0,0,0,0,6.5,100,0,3,,,,,,,,,,3,13,0,0,0,0,1,6.5,0,0,13,1,6.5,0,0,0,0,0,0
1254,1255,AL Stephen,Vanuatu,1,1,1,2,0,0,0,0,0,50,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1255,1256,Ahsan Abbasi,Hong Kong,5,63,1,70,0,0,0,0,15.75,91.96428571,0,5,,,,,,,,,,5,63,0,0,0,0,1,15.75,0,0,63,1,15.75,0,0,0,0,0,0
1256,1257,SS McKechnie,Hong Kong,15,213,6,227,0,3,0,3,23.66666667,82.64459241,0,15,,,,,,,,,,10,185,2,3,0,0,5,37,0,0,213,6,23.66666667,0,0,3,3,0,0
1257,1258,Haroon Arshad,Hong Kong,13,270,2,199,0,1,1,0,24.54545455,132.9311339,0,13,,,,,,,,,,10,137,0,0,0,0,2,17.125,0,0,270,2,24.54545455,0,0,0,1,1,0
1258,1259,Raag Kapur,Hong Kong,3,12,1,17,0,0,0,0,6,90,0,3,,,,,,,,,,3,12,0,0,0,0,1,6,0,0,12,1,6,0,0,0,0,0,0
1259,1260,Nasrulla Rana,Hong Kong,5,12,1,23,0,0,0,3,3,25.05494505,0,5,,,,,,,,,,5,12,3,0,0,0,1,3,0,0,12,1,3,0,0,3,0,0,0
1260,1261,Mohammad Ghazanfar,Hong Kong,2,10,1,11,0,0,0,0,10,93.33333333,0,2,,,,,,,,,,2,10,0,0,0,0,1,10,0,0,10,1,10,0,0,0,0,0,0
1261,1262,K Christie,Hong Kong,3,14,2,19,0,0,0,0,14,61.53846154,0,3,,,,,,,,,,3,14,0,0,0,0,2,14,0,0,14,2,14,0,0,0,0,0,0
1262,1263,A Bhagwat,Hong Kong,3,2,0,9,0,0,0,1,0.666666667,17.77777778,0,3,,,,,,,,,,3,2,1,0,0,0,0,0.666666667,0,0,2,0,0.666666667,0,0,1,0,0,0
1263,1264,Syazrul Idrus,Malaysia,3,10,1,14,0,0,0,1,5,44.16666667,2,1,9,1,9,0,0,1,0,0,0,3,10,1,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,0
1264,1265,PBB Rajapaksa,Sri Lanka,6,140,1,108,0,1,1,0,28,100.4960317,0,6,,,,,,,,,,6,140,0,1,1,0,1,28,0,0,140,1,28,0,0,0,1,1,0
1265,1266,M Bhanuka,Sri Lanka,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1266,1267,Asif Ali,Pakistan,25,338,7,279,0,3,0,1,18.77777778,104.41662,7,18,83,1,13.83333333,0,0,0,0,0,0,10,101,0,0,0,0,1,11.22222222,0,0,255,6,21.25,0,0,1,3,0,0
1267,1268,Mohammad Hasnain,Pakistan,2,5,1,12,0,0,0,0,5,45,1,1,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,1,5,0,0,4,1,0,0,0,0,0,0,0
1268,1269,Sandeep Goud,Oman,7,77,2,77,0,1,0,0,15.4,93.18310658,0,7,,,,,,,,,,7,77,0,1,0,0,2,15.4,0,0,77,2,15.4,0,0,0,1,0,0
1269,1270,Fayyaz Butt,Oman,5,57,3,50,0,0,0,0,28.5,134.6794258,0,5,,,,,,,,,,5,57,0,0,0,0,3,28.5,0,0,57,3,28.5,0,0,0,0,0,0
1270,1271,S Samarawickrama,Sri Lanka,7,97,0,98,0,1,0,1,13.85714286,89.96479711,0,7,,,,,,,,,,7,97,1,1,0,0,0,13.85714286,0,0,97,0,13.85714286,0,0,1,1,0,0
1271,1272,BOP Fernando,Sri Lanka,5,109,1,91,0,0,1,0,27.25,102.6286393,0,5,,,,,,,,,,5,109,0,0,1,0,1,27.25,0,0,109,1,27.25,0,0,0,0,1,0
1272,1273,Iftikhar Ahmed,Pakistan,10,212,5,167,0,1,1,0,42.4,123.139159,5,5,82,1,20.5,0,0,0,0,0,0,10,212,0,1,1,0,5,42.4,0,0,130,4,130,0,0,0,1,1,0
1273,1274,Faheem Ashraf,Pakistan,24,214,7,168,0,2,0,6,12.58823529,103.8781194,7,17,81,4,27,0,0,1,1,0,0,10,118,0,2,0,0,1,13.11111111,0,0,133,3,9.5,0,0,5,1,0,0
1274,1275,Simi Singh,Ireland,22,204,6,181,0,0,1,6,12.75,79.78778569,4,18,27,0,6.75,0,0,2,0,0,0,10,60,3,0,0,0,3,8.571428571,0,0,177,6,14.75,0,0,4,0,1,0
1275,1276,LN Rajbanshi,Nepal,1,3,0,7,0,0,0,0,3,42.85714286,0,1,,,,,,,,,,1,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0
1276,1277,JJ Tucker,Bermuda,5,94,1,102,0,0,1,0,23.5,82.87729441,0,5,,,,,,,,,,5,94,0,0,1,0,1,23.5,0,0,94,1,23.5,0,0,0,0,1,0
1277,1278,BM Scholtz,Namibia,2,5,2,10,0,0,0,0,0,54.76190476,0,2,,,,,,,,,,2,5,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0
1278,1279,NR Kirton,Canada,5,75,2,84,0,1,0,1,25,69.40909091,0,5,,,,,,,,,,5,75,1,1,0,0,2,25,0,0,75,2,25,0,0,1,1,0,0
1279,1280,H Carlyon,Jersey,5,57,0,52,0,0,0,1,11.4,98.42490842,0,5,,,,,,,,,,5,57,1,0,0,0,0,11.4,0,0,57,0,11.4,0,0,1,0,0,0
1280,1281,NA Greenwood,Jersey,6,112,0,100,0,1,0,0,18.66666667,108.2774585,0,6,,,,,,,,,,6,112,0,1,0,0,0,18.66666667,0,0,112,0,18.66666667,0,0,0,1,0,0
1281,1282,Simandeep Singh,Hong Kong,7,33,3,33,0,0,0,0,8.25,101.038961,0,7,,,,,,,,,,7,33,0,0,0,0,3,8.25,0,0,33,3,8.25,0,0,0,0,0,0
1282,1283,Chirag Suri,United Arab Emirates,10,286,1,251,0,2,2,0,31.77777778,102.3369435,7,3,113,1,18.83333333,0,0,0,1,0,0,10,286,0,2,2,0,1,31.77777778,0,0,173,0,57.66666667,0,0,0,1,2,0
1283,1284,D Ajekun,Nigeria,6,55,0,84,0,0,0,0,9.166666667,64.67684087,0,6,,,,,,,,,,6,55,0,0,0,0,0,9.166666667,0,0,55,0,9.166666667,0,0,0,0,0,0
1284,1285,Sulaimon Runsewe,Nigeria,6,74,2,90,0,0,0,1,18.5,67.78110812,0,6,,,,,,,,,,6,74,1,0,0,0,2,18.5,0,0,74,2,18.5,0,0,1,0,0,0
1285,1286,JO Adedeji,Nigeria,6,89,3,114,0,0,1,1,29.66666667,59.82638889,0,6,,,,,,,,,,6,89,1,0,1,0,3,29.66666667,0,0,89,3,29.66666667,0,0,1,0,1,0
1286,1287,D Gim,Nigeria,4,17,2,35,0,0,0,1,8.5,34.30672269,0,4,,,,,,,,,,4,17,1,0,0,0,2,8.5,0,0,17,2,8.5,0,0,1,0,0,0
1287,1288,DC Delany,Ireland,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1288,1289,K Doriga,Papua New Guinea,8,97,1,85,0,1,0,0,13.85714286,130.9490741,1,7,24,0,24,0,0,0,0,0,0,8,97,0,1,0,0,1,13.85714286,0,0,73,1,12.16666667,0,0,0,1,0,0
1289,1290,R Hekure,Papua New Guinea,4,6,1,13,0,0,0,0,2,45.83333333,0,4,,,,,,,,,,4,6,0,0,0,0,1,2,0,0,6,1,2,0,0,0,0,0,0
1290,1291,J Kila,Papua New Guinea,5,60,3,34,0,0,0,0,30,163.3333333,1,4,3,1,0,0,0,0,0,0,0,5,60,0,0,0,0,3,30,0,0,57,2,28.5,0,0,0,0,0,0
1291,1292,TB Sole,Scotland,6,69,3,43,0,1,0,0,23,143.75,0,6,,,,,,,,,,6,69,0,1,0,0,3,23,0,0,69,3,23,0,0,0,1,0,0
1292,1293,D Ravu,Papua New Guinea,2,3,2,5,0,0,0,1,0,50,0,2,,,,,,,,,,2,3,1,0,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0
1293,1294,JS Kundi,Kenya,4,9,0,23,0,0,0,1,2.25,29.04761905,0,4,,,,,,,,,,4,9,1,0,0,0,0,2.25,0,0,9,0,2.25,0,0,1,0,0,0
1294,1295,Junaid Siddique (2),United Arab Emirates,5,5,1,18,0,0,0,3,1.25,16,4,1,5,1,1.666666667,0,0,2,0,0,0,5,5,3,0,0,0,1,1.25,0,0,0,0,0,0,0,1,0,0,0
1295,1296,Sultan Ahmed (2),United Arab Emirates,12,59,4,61,0,0,0,4,7.375,126.5814659,9,3,35,3,5.833333333,0,0,3,0,0,0,10,49,4,0,0,0,3,7,0,0,24,1,12,0,0,1,0,0,0
1296,1297,Zahoor Khan,United Arab Emirates,6,10,2,20,0,0,0,2,2.5,41.38888889,5,1,10,2,3.333333333,0,0,1,0,0,0,6,10,2,0,0,0,2,2.5,0,0,0,0,0,0,0,1,0,0,0
1297,1298,RN Patel,Kenya,2,15,1,25,0,0,0,1,15,41.66666667,0,2,,,,,,,,,,2,15,1,0,0,0,1,15,0,0,15,1,15,0,0,1,0,0,0
1298,1299,R Gaznavi,Singapore,2,12,0,13,0,0,0,0,6,106.6666667,0,2,,,,,,,,,,2,12,0,0,0,0,0,6,0,0,12,0,6,0,0,0,0,0,0
1299,1300,Avi Dixit,Singapore,1,12,1,8,0,0,0,0,0,150,0,1,,,,,,,,,,1,12,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0
1300,1301,Tariq Aziz,Portugal,3,27,0,38,0,0,0,1,9,66.99346405,0,3,,,,,,,,,,3,27,1,0,0,0,0,9,0,0,27,0,9,0,0,1,0,0,0
1301,1302,Zohaib Sarwar,Portugal,3,33,1,26,0,1,0,2,16.5,50,0,3,,,,,,,,,,3,33,2,1,0,0,1,16.5,0,0,33,1,16.5,0,0,2,1,0,0
1302,1303,Aamer Ikram,Portugal,3,53,0,72,0,0,0,0,17.66666667,73.45679012,0,3,,,,,,,,,,3,53,0,0,0,0,0,17.66666667,0,0,53,0,17.66666667,0,0,0,0,0,0
1303,1304,Arslan Ahmed,Portugal,2,11,0,31,0,0,0,1,5.5,22.91666667,0,2,,,,,,,,,,2,11,1,0,0,0,0,5.5,0,0,11,0,5.5,0,0,1,0,0,0
1304,1305,Mian Mehmood,Portugal,3,16,1,21,0,0,0,1,8,52.52525253,0,3,,,,,,,,,,3,16,1,0,0,0,1,8,0,0,16,1,8,0,0,1,0,0,0
