,ID,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,thirties,fifties,zeros,overall_average,strike_rate,home_innings,away_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
392,393,RJ Harris,Australia,1,2,1,1,0,0,0,0,0,200,0,1,,,,,,,,,,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
393,394,Imrul Kayes,Bangladesh,13,119,3,141,0,1,0,4,11.9,60.95925813,6,7,67,1,13.4,0,0,0,0,0,0,10,97,2,1,0,0,3,13.85714286,0,0,52,2,10.4,0,0,4,1,0,0
394,395,Jahurul Islam,Bangladesh,3,31,0,24,0,0,0,0,10.33333333,120.2279202,0,3,,,,,,,,,,3,31,0,0,0,0,0,10.33333333,0,0,31,0,10.33333333,0,0,0,0,0,0
395,396,Suhrawadi Shuvo,Bangladesh,1,1,1,3,0,0,0,0,0,33.33333333,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
396,397,AM Blignaut,Zimbabwe,1,8,0,9,0,0,0,0,8,88.88888889,0,1,,,,,,,,,,1,8,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0
397,398,CR Ervine,Zimbabwe,24,502,4,516,0,4,3,1,25.1,82.62602906,8,16,97,2,16.16666667,0,0,1,2,0,0,10,288,0,0,3,0,2,36,0,0,405,2,28.92857143,0,0,0,2,3,0
398,399,CK Coventry,Zimbabwe,12,127,2,90,0,1,0,2,12.7,121.6254579,7,5,91,0,13,0,0,1,1,0,0,10,99,1,1,0,0,2,12.375,0,0,36,2,12,0,0,1,0,0,0
399,400,GA Lamb,Zimbabwe,4,32,2,55,0,0,0,1,16,69.48051948,2,2,7,1,7,0,0,1,0,0,0,4,32,1,0,0,0,2,16,0,0,25,1,25,0,0,0,0,0,0
400,401,T Maruma,Zimbabwe,9,86,4,91,0,0,0,1,17.2,79.06044573,3,6,33,1,16.5,0,0,1,0,0,0,9,86,1,0,0,0,4,17.2,0,0,53,3,17.66666667,0,0,0,0,0,0
401,402,AG Cremer,Zimbabwe,16,68,3,103,0,0,0,3,5.230769231,58.40909091,6,10,22,1,4.4,0,0,2,0,0,0,10,39,2,0,0,0,1,4.333333333,0,0,46,2,5.75,0,0,1,0,0,0
402,403,RW Price,Zimbabwe,5,14,1,25,0,0,0,1,3.5,52.12121212,3,2,5,0,1.666666667,0,0,1,0,0,0,5,14,1,0,0,0,1,3.5,0,0,9,1,9,0,0,0,0,0,0
403,404,Mohammad Sami,Pakistan,4,21,3,32,0,0,0,0,21,100.3968254,0,4,,,,,,,,,,4,21,0,0,0,0,3,21,0,0,21,3,21,0,0,0,0,0,0
404,405,SW Masakadza,Zimbabwe,5,18,1,24,0,0,0,2,4.5,47.85714286,2,3,9,1,9,0,0,1,0,0,0,5,18,2,0,0,0,1,4.5,0,0,9,0,3,0,0,1,0,0,0
405,406,AB Barath,West Indies,2,23,0,42,0,0,0,0,11.5,54.09090909,1,1,8,0,8,0,0,0,0,0,0,2,23,0,0,0,0,0,11.5,0,0,15,0,15,0,0,0,0,0,0
406,407,DM Bravo,West Indies,18,340,2,335,0,6,0,3,21.25,83.56960832,10,8,171,0,17.1,0,0,3,3,0,0,10,149,2,2,0,0,1,16.55555556,0,0,169,2,28.16666667,0,0,0,3,0,0
407,408,M Vijay,India,9,169,0,165,0,3,0,1,18.77777778,83.57607673,0,9,,,,,,,,,,9,169,1,3,0,0,0,18.77777778,0,0,169,0,18.77777778,0,0,1,3,0,0
408,409,Asghar Stanikzai,Afghanistan,61,1256,6,1180,0,14,3,4,22.83636364,98.7335704,0,61,,,,,,,,,,10,231,2,2,1,0,1,25.66666667,0,0,1256,6,22.83636364,0,0,4,14,3,0
409,410,MJ Lumb,England,27,552,1,422,0,4,3,1,21.23076923,115.5807968,6,21,103,0,17.16666667,0,0,0,1,0,0,10,212,1,2,1,0,0,21.2,0,0,449,1,22.45,0,0,1,3,3,0
410,411,C Kieswetter,England,25,526,2,480,0,4,3,2,22.86956522,94.90265183,10,15,191,2,23.875,0,0,0,0,2,0,10,166,2,2,1,0,0,16.6,0,0,335,0,22.33333333,0,0,2,4,1,0
411,412,NLTC Perera,Sri Lanka,73,1204,25,827,0,10,3,8,25.08333333,129.8099103,29,44,399,10,21,0,0,5,1,2,0,10,184,1,1,1,0,3,26.28571429,0,0,805,15,27.75862069,0,0,3,9,1,0
412,413,LD Chandimal,Sri Lanka,50,868,5,845,0,5,5,0,19.28888889,94.29811197,17,33,267,2,17.8,0,0,0,2,1,0,10,175,0,1,1,0,3,25,0,0,601,3,20.03333333,0,0,0,3,4,0
413,414,Shapoor Zadran,Afghanistan,9,27,3,67,0,0,0,2,4.5,31.499519,0,9,,,,,,,,,,9,27,2,0,0,0,3,4.5,0,0,27,3,4.5,0,0,2,0,0,0
414,415,DT Christian,Australia,7,27,3,28,0,0,0,1,6.75,119.4139194,3,4,10,2,10,0,0,1,0,0,0,7,27,1,0,0,0,3,6.75,0,0,17,1,5.666666667,0,0,0,0,0,0
415,416,GH Dockrell,Ireland,35,267,17,224,0,1,0,4,14.83333333,109.9260739,9,26,65,3,10.83333333,0,0,1,0,0,0,10,63,0,0,0,0,8,31.5,0,0,202,14,16.83333333,0,0,3,1,0,0
416,417,AN Petersen,South Africa,2,14,0,19,0,0,0,0,7,76.19047619,0,2,,,,,,,,,,2,14,0,0,0,0,0,7,0,0,14,0,7,0,0,0,0,0,0
417,418,KAJ Roach,West Indies,1,3,1,2,0,0,0,0,0,150,1,0,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,,,,,,,,,
418,419,Abdur Rehman,Pakistan,4,18,1,24,0,0,0,0,6,103.125,0,4,,,,,,,,,,4,18,0,0,0,0,1,6,0,0,18,1,6,0,0,0,0,0,0
419,420,DA Miller,South Africa,71,1525,23,1126,1,14,3,0,31.77083333,123.9473394,38,33,837,11,31,0,0,0,9,2,0,10,234,0,1,1,0,4,39,0,0,688,12,32.76190476,0,0,0,5,1,1
420,421,S Randiv,Sri Lanka,2,8,0,6,0,0,0,0,4,125,0,2,,,,,,,,,,2,8,0,0,0,0,0,4,0,0,8,0,4,0,0,0,0,0,0
421,422,UWMBCA Welegedara,Sri Lanka,1,2,1,3,0,0,0,0,0,66.66666667,0,1,,,,,,,,,,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
422,423,RJ Nicol,New Zealand,19,327,0,315,0,3,2,2,17.21052632,87.15560416,5,14,137,0,27.4,0,0,0,1,1,0,10,141,1,1,1,0,0,14.1,0,0,190,0,13.57142857,0,0,2,2,1,0
423,424,Zulqarnain Haider,Pakistan,2,18,0,22,0,0,0,0,9,59.72222222,0,2,,,,,,,,,,2,18,0,0,0,0,0,9,0,0,18,0,9,0,0,0,0,0,0
424,425,CA Ingram,South Africa,9,210,1,165,0,3,1,1,26.25,97.70028809,6,3,133,0,22.16666667,0,0,0,1,1,0,9,210,1,3,1,0,1,26.25,0,0,77,1,38.5,0,0,1,2,0,0
425,426,KM Dabengwa,Zimbabwe,2,13,1,8,0,0,0,0,13,136.6666667,0,2,,,,,,,,,,2,13,0,0,0,0,1,13,0,0,13,1,13,0,0,0,0,0,0
426,427,Wahab Riaz,Pakistan,14,154,3,124,0,1,0,1,14,113.7414966,2,12,19,1,19,0,0,0,0,0,0,10,84,1,0,0,0,2,10.5,0,0,135,2,13.5,0,0,1,1,0,0
427,428,DG Brownlie,New Zealand,5,6,0,18,0,0,0,3,1.2,25,2,3,5,0,2.5,0,0,1,0,0,0,5,6,3,0,0,0,0,1.2,0,0,1,0,0.333333333,0,0,2,0,0,0
428,429,Asad Shafiq,Pakistan,10,192,1,190,0,3,0,0,21.33333333,90.67233611,0,10,,,,,,,,,,10,192,0,3,0,0,1,21.33333333,0,0,192,1,21.33333333,0,0,0,3,0,0
429,430,AF Milne,New Zealand,6,21,5,23,0,0,0,0,21,92.06349206,2,4,5,2,0,0,0,0,0,0,0,6,21,0,0,0,0,5,21,0,0,16,3,16,0,0,0,0,0,0
430,431,AJ Finch,Australia,71,2346,12,1588,2,20,14,5,39.76271186,121.844776,27,44,818,8,43.05263158,0,0,2,9,6,0,10,357,1,5,2,0,1,39.66666667,0,0,1528,4,38.2,0,0,3,11,8,2
431,432,CR Woakes,England,6,91,4,66,0,1,0,0,45.5,136.264245,2,4,9,1,9,0,0,0,0,0,0,6,91,0,1,0,0,4,45.5,0,0,82,3,82,0,0,0,1,0,0
432,433,A Shahzad,England,1,0,1,3,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
433,434,TD Paine,Australia,8,82,1,78,0,0,0,1,11.71428571,88.84214744,3,5,29,1,14.5,0,0,0,0,0,0,8,82,1,0,0,0,1,11.71428571,0,0,53,0,10.6,0,0,1,0,0,0
434,435,SNJ O'Keefe,Australia,5,32,1,27,0,0,0,0,8,94.16666667,1,4,1,0,1,0,0,0,0,0,0,5,32,0,0,0,0,1,8,0,0,31,1,10.33333333,0,0,0,0,0,0
435,436,EC Rainsford,Zimbabwe,1,1,1,2,0,0,0,0,0,50,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,
436,437,CB Mpofu,Zimbabwe,10,35,6,43,0,0,0,4,8.75,72.43055556,5,5,16,3,8,0,0,1,0,0,0,10,35,4,0,0,0,6,8.75,0,0,19,3,9.5,0,0,3,0,0,0
437,438,NV Ojha,India,2,12,0,28,0,0,0,0,6,37.42690058,0,2,,,,,,,,,,2,12,0,0,0,0,0,6,0,0,12,0,6,0,0,0,0,0,0
438,439,V Kohli,India,84,3159,25,2338,0,14,28,3,53.54237288,122.3545355,36,48,1351,14,61.40909091,0,0,2,3,12,0,10,414,1,2,4,0,3,59.14285714,0,0,1808,11,48.86486486,0,0,1,11,16,0
439,440,AJ McKay,New Zealand,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
440,441,WD Parnell,South Africa,11,114,7,101,0,0,0,0,28.5,128.6544338,6,5,72,3,24,0,0,0,0,0,0,10,100,0,0,0,0,7,33.33333333,0,0,42,4,42,0,0,0,0,0,0
441,442,J Theron,South Africa,3,32,3,22,0,1,0,1,0,69.11764706,3,0,32,3,0,0,0,1,1,0,0,3,32,1,1,0,0,3,0,0,0,,,,,,,,,
442,443,JW Hastings,Australia,6,46,2,38,0,0,0,0,11.5,131.0185185,2,4,19,0,9.5,0,0,0,0,0,0,6,46,0,0,0,0,2,11.5,0,0,27,2,13.5,0,0,0,0,0,0
443,444,CJ McKay,Australia,4,19,2,24,0,0,0,1,9.5,62.5,2,2,6,1,6,0,0,1,0,0,0,4,19,1,0,0,0,2,9.5,0,0,13,1,13,0,0,0,0,0,0
444,445,J Charles,West Indies,33,724,0,615,0,6,4,4,21.93939394,97.98795511,7,26,102,0,14.57142857,0,0,1,1,0,0,10,261,0,2,2,0,0,26.1,0,0,622,0,23.92307692,0,0,3,5,4,0
445,446,MC Bascombe,West Indies,1,3,0,9,0,0,0,0,3,33.33333333,0,1,,,,,,,,,,1,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0
446,447,CD Barnwell,West Indies,6,78,2,65,0,1,0,1,19.5,109.8106061,4,2,62,2,31,0,0,0,1,0,0,6,78,1,1,0,0,2,19.5,0,0,16,0,8,0,0,1,0,0,0
447,448,AD Russell,West Indies,40,540,14,374,0,5,0,6,20.76923077,118.3284115,10,30,99,3,14.14285714,0,0,3,1,0,0,10,274,0,5,0,0,4,45.66666667,0,0,441,11,23.21052632,0,0,3,4,0,0
448,449,AD Hales,England,59,1644,8,1228,1,14,8,4,32.23529412,115.3225579,21,38,770,5,48.125,0,0,1,8,5,0,10,236,0,3,1,0,1,26.22222222,0,0,874,3,24.97142857,0,0,3,6,3,1
449,450,BA Stokes,England,28,442,6,330,0,5,0,1,20.09090909,135.9619145,6,22,83,3,27.66666667,0,0,0,1,0,0,10,250,0,3,0,0,1,27.77777778,0,0,359,3,18.89473684,0,0,1,4,0,0
450,451,JM Bairstow,England,45,1050,9,771,0,8,6,3,29.16666667,117.9851127,17,28,343,2,22.86666667,0,0,2,2,2,0,10,279,0,1,2,0,3,39.85714286,0,0,707,7,33.66666667,0,0,1,6,4,0
451,452,SR Patel,England,13,189,1,179,0,0,1,2,15.75,80.16226458,4,9,31,1,10.33333333,0,0,1,0,0,0,10,162,1,0,1,0,0,16.2,0,0,158,0,17.55555556,0,0,1,0,1,0
452,453,JC Buttler,England,70,1723,15,1260,0,15,12,4,31.32727273,120.5036826,20,50,601,4,37.5625,0,0,1,5,4,0,10,389,1,1,4,0,3,55.57142857,0,0,1122,11,28.76923077,0,0,3,10,8,0
453,454,SG Borthwick,England,1,14,1,16,0,0,0,0,0,87.5,1,0,14,1,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0,0,,,,,,,,,
454,455,JW Dernbach,England,7,24,5,21,0,0,0,1,12,88.7755102,1,6,3,0,3,0,0,0,0,0,0,7,24,1,0,0,0,5,12,0,0,21,5,21,0,0,1,0,0,0
455,456,MS Wade,Australia,29,526,5,432,0,2,3,0,21.91666667,108.9036205,8,21,289,2,48.16666667,0,0,0,1,3,0,10,268,0,1,2,0,0,26.8,0,0,237,3,13.16666667,0,0,0,1,0,0
456,457,Rameez Raja (2),Pakistan,2,24,0,29,0,0,0,0,12,67.59259259,0,2,,,,,,,,,,2,24,0,0,0,0,0,12,0,0,24,0,12,0,0,0,0,0,0
457,458,C Zhuwao,Zimbabwe,4,36,0,42,0,0,0,2,9,44.50549451,4,0,36,0,9,0,0,2,0,0,0,4,36,2,0,0,0,0,9,0,0,,,,,,,,,
458,459,KM Jarvis,Zimbabwe,10,55,3,67,0,0,0,4,7.857142857,46.25,2,8,0,0,0,0,0,2,0,0,0,10,55,4,0,0,0,3,7.857142857,0,0,55,3,11,0,0,2,0,0,0
459,460,AM Rahane,India,20,375,2,347,0,4,1,2,20.83333333,95.07040698,9,11,183,1,22.875,0,0,1,2,0,0,10,147,1,2,0,0,2,18.375,0,0,192,1,19.2,0,0,1,2,1,0
460,461,MK Tiwary,India,1,15,0,17,0,0,0,0,15,88.23529412,1,0,15,0,15,0,0,0,0,0,0,1,15,0,0,0,0,0,15,0,0,,,,,,,,,
461,462,R Ashwin,India,11,123,5,120,0,1,0,0,20.5,119.0076394,6,5,75,2,18.75,0,0,0,1,0,0,10,119,0,1,0,0,5,23.8,0,0,48,3,24,0,0,0,0,0,0
462,463,BMAJ Mendis,Sri Lanka,15,207,5,186,0,2,0,1,20.7,102.144239,14,1,182,5,20.22222222,0,0,1,2,0,0,10,116,1,1,0,0,2,14.5,0,0,25,0,25,0,0,0,0,0,0
463,464,MDK Perera,Sri Lanka,2,1,0,8,0,0,0,1,0.5,12.5,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0
464,465,HMRKB Herath,Sri Lanka,5,8,2,12,0,0,0,0,2.666666667,78,1,4,1,1,0,0,0,0,0,0,0,5,8,0,0,0,0,2,2.666666667,0,0,7,1,2.333333333,0,0,0,0,0,0
465,466,DP Hyatt,West Indies,5,64,1,55,0,0,0,0,16,116.6714767,3,2,34,1,17,0,0,0,0,0,0,5,64,0,0,0,0,1,16,0,0,30,0,15,0,0,0,0,0,0
466,467,NE Bonner,West Indies,2,27,0,38,0,0,0,0,13.5,66.36363636,1,1,24,0,24,0,0,0,0,0,0,2,27,0,0,0,0,0,13.5,0,0,3,0,3,0,0,0,0,0,0
467,468,DO Christian,West Indies,1,0,0,2,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
468,469,D Bishoo,West Indies,4,17,2,30,0,0,0,1,8.5,65,2,2,11,1,11,0,0,0,0,0,0,4,17,1,0,0,0,2,8.5,0,0,6,1,6,0,0,1,0,0,0
469,470,PA Patel,India,2,36,0,33,0,0,0,0,18,103.4615385,0,2,,,,,,,,,,2,36,0,0,0,0,0,18,0,0,36,0,18,0,0,0,0,0,0
470,471,S Dhawan,India,63,1673,5,1359,0,15,11,1,28.84482759,105.0683946,27,36,706,3,29.41666667,0,0,0,8,4,0,10,296,0,4,2,0,1,32.88888889,0,0,967,2,28.44117647,0,0,1,7,7,0
471,472,S Badrinath,India,1,43,0,38,0,1,0,0,43,113.1578947,0,1,,,,,,,,,,1,43,0,1,0,0,0,43,0,0,43,0,43,0,0,0,1,0,0
472,473,Yasir Shah,Pakistan,1,11,1,7,0,0,0,0,0,157.1428571,0,1,,,,,,,,,,1,11,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0
473,474,CR Brathwaite,West Indies,27,310,7,280,0,3,0,3,15.5,109.7110337,8,19,114,3,22.8,0,0,2,2,0,0,10,68,2,0,0,0,1,7.555555556,0,0,196,4,13.06666667,0,0,1,1,0,0
474,475,Nasir Hossain,Bangladesh,20,308,4,288,0,1,1,1,19.25,96.89795586,13,7,192,2,17.45454545,0,0,1,1,0,0,10,98,1,0,0,0,1,10.88888889,0,0,116,2,23.2,0,0,0,0,1,0
475,476,MR Marsh,Australia,20,325,5,292,0,4,0,2,21.66666667,115.0655954,2,18,13,1,13,0,0,1,0,0,0,10,171,1,2,0,0,2,21.375,0,0,312,4,22.28571429,0,0,1,4,0,0
476,477,JL Pattinson,Australia,1,5,1,3,0,0,0,0,0,166.6666667,0,1,,,,,,,,,,1,5,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0
477,478,F Mutizwa,Zimbabwe,3,38,1,36,0,0,0,1,19,76.47058824,2,1,38,1,38,0,0,0,0,0,0,3,38,1,0,0,0,1,19,0,0,0,0,0,0,0,1,0,0,0
478,479,MN Waller,Zimbabwe,30,613,8,458,0,6,1,2,27.86363636,127.8998369,13,17,182,4,20.22222222,0,0,0,1,0,0,10,182,0,2,0,0,2,22.75,0,0,431,4,33.15384615,0,0,2,5,1,0
479,480,RW Chakabva,Zimbabwe,11,158,1,137,0,3,0,4,15.8,68.82340148,2,9,13,0,6.5,0,0,1,0,0,0,10,158,3,3,0,0,1,17.55555556,0,0,145,1,18.125,0,0,3,3,0,0
480,481,R Dravid,India,1,31,0,21,0,1,0,0,31,147.6190476,0,1,,,,,,,,,,1,31,0,1,0,0,0,31,0,0,31,0,31,0,0,0,1,0,0
481,482,R Vinay Kumar,India,1,2,1,4,0,0,0,0,0,50,0,1,,,,,,,,,,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
482,483,MM Patel,India,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
483,484,AR Nurse,West Indies,8,85,6,78,0,0,0,1,42.5,116.8386243,2,6,19,2,0,0,0,0,0,0,0,8,85,1,0,0,0,6,42.5,0,0,66,4,33,0,0,1,0,0,0
484,485,Mohammad Salman,Pakistan,1,5,0,6,0,0,0,0,5,83.33333333,0,1,,,,,,,,,,1,5,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0
485,486,Junaid Khan,Pakistan,1,3,1,4,0,0,0,0,0,75,0,1,,,,,,,,,,1,3,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
486,487,DI Allan,Kenya,7,36,0,75,0,0,0,0,5.142857143,39.20531849,3,4,11,0,3.666666667,0,0,0,0,0,0,7,36,0,0,0,0,0,5.142857143,0,0,25,0,6.25,0,0,0,0,0,0
487,488,RR Patel,Kenya,21,488,4,372,0,4,3,0,28.70588235,127.2764704,3,18,42,0,14,0,0,0,0,0,0,10,260,0,1,3,0,2,32.5,0,0,446,4,31.85714286,0,0,0,4,3,0
488,489,NM Odhiambo,Kenya,7,61,2,96,0,0,0,1,12.2,73.41640391,2,5,7,2,0,0,0,0,0,0,0,7,61,1,0,0,0,2,12.2,0,0,54,0,10.8,0,0,1,0,0,0
489,490,RE Levi,South Africa,13,236,2,171,1,0,1,3,21.45454545,94.71682164,3,10,24,0,8,0,0,1,0,0,0,10,95,3,0,1,0,1,10.55555556,0,0,212,2,26.5,0,0,2,0,1,1
490,491,KS Williamson,New Zealand,65,1805,11,1462,0,11,13,3,33.42592593,114.6630452,34,31,1007,7,37.2962963,0,0,2,4,9,0,10,300,1,0,4,0,1,33.33333333,0,0,798,4,29.55555556,0,0,1,7,4,0
491,492,C de Grandhomme,New Zealand,33,487,7,357,0,4,3,4,18.73076923,114.5314709,24,9,313,4,15.65,0,0,2,2,2,0,10,182,2,0,2,0,0,18.2,0,0,174,3,29,0,0,2,2,1,0
492,493,RD McCann,Ireland,1,1,0,2,0,0,0,0,1,50,0,1,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
493,494,SO Ngoche,Kenya,14,101,5,110,0,1,0,2,11.22222222,68.7670068,2,12,5,1,5,0,0,0,0,0,0,10,94,1,1,0,0,4,15.66666667,0,0,96,4,12,0,0,2,1,0,0
494,495,SJ Myburgh,Netherlands,28,620,2,535,0,4,4,5,23.84615385,93.23762,3,25,96,1,48,0,0,1,0,1,0,10,189,1,2,0,0,0,18.9,0,0,524,1,21.83333333,0,0,4,4,3,0
495,496,MR Swart,Netherlands,22,579,2,513,0,2,4,1,28.95,97.90871372,3,19,194,1,97,0,0,0,0,3,0,10,192,1,0,1,0,1,21.33333333,0,0,385,1,21.38888889,0,0,1,2,1,0
496,497,TLW Cooper,Netherlands,16,344,3,281,0,3,1,2,26.46153846,105.8349702,2,14,1,0,0.5,0,0,1,0,0,0,10,256,1,3,1,0,3,36.57142857,0,0,343,3,31.18181818,0,0,1,3,1,0
497,498,W Barresi,Netherlands,37,769,8,683,0,5,4,3,26.51724138,101.5030705,8,29,109,1,15.57142857,0,0,1,0,1,0,10,203,0,2,1,0,2,25.375,0,0,660,7,30,0,0,2,5,3,0
498,499,R Gunasekera,Canada,8,202,0,196,0,1,1,0,25.25,114.9731332,0,8,,,,,,,,,,8,202,0,1,1,0,0,25.25,0,0,202,0,25.25,0,0,0,1,1,0
499,500,Raza-ur-Rehman,Canada,4,25,1,29,0,0,0,0,8.333333333,86.05769231,0,4,,,,,,,,,,4,25,0,0,0,0,1,8.333333333,0,0,25,1,8.333333333,0,0,0,0,0,0
500,501,NR Kumar,Canada,16,434,2,349,0,3,3,1,31,107.7456586,0,16,,,,,,,,,,10,337,1,2,3,0,2,42.125,0,0,434,2,31,0,0,1,3,3,0
501,502,AS Hansra,Canada,8,82,2,86,0,1,0,0,13.66666667,81.25789141,0,8,,,,,,,,,,8,82,0,1,0,0,2,13.66666667,0,0,82,2,13.66666667,0,0,0,1,0,0
502,503,RA Bhatti,Canada,4,25,1,40,0,0,0,1,8.333333333,61,0,4,,,,,,,,,,4,25,1,0,0,0,1,8.333333333,0,0,25,1,8.333333333,0,0,1,0,0,0
503,504,Junaid Siddiqui,Canada,6,49,3,43,0,0,0,0,16.33333333,98.21937322,0,6,,,,,,,,,,6,49,0,0,0,0,3,16.33333333,0,0,49,3,16.33333333,0,0,0,0,0,0
504,505,H Osinde,Canada,4,28,1,27,0,0,0,0,9.333333333,93.33333333,0,4,,,,,,,,,,4,28,0,0,0,0,1,9.333333333,0,0,28,1,9.333333333,0,0,0,0,0,0
505,506,Zahid Hussain,Canada,2,3,2,8,0,0,0,0,0,64.28571429,0,2,,,,,,,,,,2,3,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0
506,507,GJ Bailey,Australia,26,473,9,349,0,3,2,1,27.82352941,114.2612912,7,19,194,4,64.66666667,0,0,0,2,1,0,10,175,0,1,1,0,5,35,0,0,279,5,19.92857143,0,0,1,1,1,0
507,508,KO Meth,Zimbabwe,1,6,1,6,0,0,0,0,0,100,0,1,,,,,,,,,,1,6,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0
508,509,DAJ Bracewell,New Zealand,10,121,5,89,0,1,0,2,24.2,142.7753666,3,7,44,0,14.66666667,0,0,2,1,0,0,10,121,2,1,0,0,5,24.2,0,0,77,5,38.5,0,0,0,0,0,0
509,510,XJ Doherty,Australia,4,18,3,17,0,0,0,0,18,125.8928571,1,3,1,0,1,0,0,0,0,0,0,4,18,0,0,0,0,3,18,0,0,17,3,0,0,0,0,0,0,0
510,511,E Otieno,Kenya,7,23,3,38,0,0,0,1,5.75,60.77922078,1,6,2,0,2,0,0,0,0,0,0,7,23,1,0,0,0,3,5.75,0,0,21,3,7,0,0,1,0,0,0
511,512,JO Ngoche,Kenya,2,3,1,16,0,0,0,0,3,32.14285714,1,1,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,3,0,0,2,0,2,0,0,0,0,0,0
512,513,Awais Zia,Pakistan,5,70,0,86,0,0,0,0,14,78.30762341,0,5,,,,,,,,,,5,70,0,0,0,0,0,14,0,0,70,0,14,0,0,0,0,0,0
513,514,Hammad Azam,Pakistan,4,34,1,34,0,0,0,0,11.33333333,89.16666667,0,4,,,,,,,,,,4,34,0,0,0,0,1,11.33333333,0,0,34,1,11.33333333,0,0,0,0,0,0
514,515,AM Ellis,New Zealand,5,25,2,21,0,0,0,0,8.333333333,114.6666667,2,3,6,1,6,0,0,0,0,0,0,5,25,0,0,0,0,2,8.333333333,0,0,19,1,9.5,0,0,0,0,0,0
515,516,Aizaz Cheema,Pakistan,1,0,1,3,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
516,517,GE Mathurin,West Indies,2,4,2,5,0,0,0,0,0,87.5,2,0,4,2,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,,,,,,,,,
517,518,SP Narine,West Indies,20,155,6,149,0,1,0,1,11.07142857,102.6970873,9,11,70,3,11.66666667,0,0,0,0,0,0,10,69,0,1,0,0,1,7.666666667,0,0,85,3,10.625,0,0,1,1,0,0
518,519,Shabir Noori,Afghanistan,1,15,0,18,0,0,0,0,15,83.33333333,0,1,,,,,,,,,,1,15,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0
519,520,Gulbadin Naib,Afghanistan,37,477,11,414,0,3,1,3,18.34615385,104.5885865,0,37,,,,,,,,,,10,72,1,0,0,0,5,14.4,0,0,477,11,18.34615385,0,0,3,3,1,0
520,521,TG Gordon,Canada,3,32,0,37,0,0,0,0,10.66666667,94.76495726,0,3,,,,,,,,,,3,32,0,0,0,0,0,10.66666667,0,0,32,0,10.66666667,0,0,0,0,0,0
521,522,F Behardien,South Africa,30,518,14,416,0,7,1,1,32.375,123.3068646,16,14,286,9,40.85714286,0,0,1,4,0,0,10,222,0,3,1,0,6,55.5,0,0,232,5,25.77777778,0,0,0,3,1,0
522,523,Javed Ahmadi,Afghanistan,2,6,0,7,0,0,0,1,3,60,0,2,,,,,,,,,,2,6,1,0,0,0,0,3,0,0,6,0,3,0,0,1,0,0,0
523,524,Aftab Alam,Afghanistan,5,2,3,9,0,0,0,3,1,13.33333333,0,5,,,,,,,,,,5,2,3,0,0,0,3,1,0,0,2,3,1,0,0,3,0,0,0
524,525,AD Poynter,Ireland,10,194,3,154,0,2,1,1,27.71428571,101.2007104,1,9,36,0,36,0,0,0,1,0,0,10,194,1,2,1,0,3,27.71428571,0,0,158,3,26.33333333,0,0,1,1,1,0
